Score,RT,response.x,response.y,response.leftButton,response.midButton,response.rightButton,response.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,rule,card,corrAns,participant,session,date,expName,psychopyVersion,OS,frameRate,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,useRows
1,2223,0.338194444,0.209027778,1,0,0,four_blue_stars,0,0,0,18,1,shape,images/2blueStars.jpg,four_blue_stars,,001,2023-06-07_10h57.15.678,Wisconsin Card Sorting Task,2022.1.2,Win32,59.44949765,,,,,,
1,2180,-0.325,0.236805556,1,0,0,one_red_dot,0,1,1,57,1,shape,images/4redDots.jpg,one_red_dot,,001,2023-06-07_10h57.15.678,Wisconsin Card Sorting Task,2022.1.2,Win32,59.44949765,,,,,,
0,1763,0.141666667,0.2375,1,0,0,three_green_crosses,0,2,2,6,1,shape,images/1greenStar.jpg,four_blue_stars,,001,2023-06-07_10h57.15.678,Wisconsin Card Sorting Task,2022.1.2,Win32,59.44949765,,,,,,
1,2986,0.144444444,0.242361111,1,0,0,three_green_crosses,0,3,3,44,1,shape,images/3yellowCrosses.jpg,three_green_crosses,,001,2023-06-07_10h57.15.678,Wisconsin Card Sorting Task,2022.1.2,Win32,59.44949765,,,,,,
1,1926,-0.091666667,0.236805556,1,0,0,two_yellow_triangles,0,4,4,35,1,shape,images/3blueTriangles.jpg,two_yellow_triangles,,001,2023-06-07_10h57.15.678,Wisconsin Card Sorting Task,2022.1.2,Win32,59.44949765,,,,,,
1,4771,0.371527778,0.236805556,1,0,0,four_blue_stars,0,5,5,58,1,shape,images/4redStars.jpg,four_blue_stars,,001,2023-06-07_10h57.15.678,Wisconsin Card Sorting Task,2022.1.2,Win32,59.44949765,,,,,,
1,2145,0.116666667,0.235416667,1,0,0,three_green_crosses,0,6,6,16,1,shape,images/2blueCrosses.jpg,three_green_crosses,,001,2023-06-07_10h57.15.678,Wisconsin Card Sorting Task,2022.1.2,Win32,59.44949765,,,,,,
,,,,,,,,,,,,,,,,,001,2023-06-07_10h57.15.678,Wisconsin Card Sorting Task,2022.1.2,Win32,59.44949765,0,0,0,2,1,128:192
1,1838,-0.385416667,0.238194444,1,0,0,one_red_dot,0,0,0,13,1,number,images/1yellowDot.jpg,one_red_dot,,001,2023-06-07_10h57.15.678,Wisconsin Card Sorting Task,2022.1.2,Win32,59.44949765,,,,,,
0,1729,-0.403472222,0.241666667,1,0,0,one_red_dot,0,1,1,25,1,number,images/2redDots.jpg,two_yellow_triangles,,001,2023-06-07_10h57.15.678,Wisconsin Card Sorting Task,2022.1.2,Win32,59.44949765,,,,,,
