Score,RT,response.x,response.y,response.leftButton,response.midButton,response.rightButton,response.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,rule,card,corrAns,participant,session,date,expName,psychopyVersion,OS,frameRate
0,1058,-0.120767196,0.211735284,1,0,0,two_yellow_triangles,0,0,0,28,1,shape,images/2yellowCrosses.jpg,three_green_crosses,Dana,001,2023-11-24_16h36.23.543,Wisconsin Card Sorting Task,2022.1.2,MacIntel,120.0048002
0,3481,0.375524967,0.214492394,1,0,0,four_blue_stars,0,1,1,61,1,shape,images/4yellowDots.jpg,one_red_dot,Dana,001,2023-11-24_16h36.23.543,Wisconsin Card Sorting Task,2022.1.2,MacIntel,120.0048002
