cond,topText,topColour,bottomText,congruent,match,corrAns,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trigger_txt.started,trigger_resp.started,trigger_resp.keys,trigger_resp.rt,trigger_resp.duration,instr_txt.started,prepared_resp.started,prep_instr.started,prep_instr.stopped,start_indicator.started,start_indicator.stopped,use_rows,top_txt.started,bottom_txt.started,key_resp.started,top_txt.stopped,bottom_txt.stopped,key_resp.stopped,key_resp.keys,key_resp.corr,trial_fixation.started,trial_fixation.stopped,key_resp.rt,key_resp.duration,rest_txt.started,rest_txt.stopped,end_txt.started,end_key_resp.started,end_key_resp.keys,end_key_resp.rt,end_key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
4,黃,green,黃,0,0,2,5,0,5,0,0,5,5,4,,,,,,,,,,,,13,345.2603389999713,345.360368499998,345.360368499998,347.2553667999455,347.2553667999455,347.2553667999455,2,1,347.2553667999455,347.7537385999458,0.7445775000960566,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
4,藍,red,黃,0,0,2,5,0,5,0,0,6,6,8,,,,,,,,,,,,6,347.7537385999458,347.853822199977,347.853822199977,349.7485024999478,349.7485024999478,349.7485024999478,2,1,349.7485024999478,350.2472724999534,0.8538677000324242,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
4,紅,yellow,綠,0,0,2,5,0,5,0,0,7,7,10,,,,,,,,,,,,63,350.2472724999534,350.3470213999972,350.3470213999972,352.24225099995965,352.24225099995965,352.24225099995965,2,1,352.24225099995965,352.74096379999537,1.344973400060553,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
2,黃,green,綠,0,1,1,5,0,5,0,0,8,8,9,,,,,,,,,,,,38,352.74096379999537,352.8401701999828,352.8401701999828,354.73571089998586,354.73571089998586,354.73571089998586,1,1,354.73571089998586,355.2341029999661,0.696076400054153,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
4,黃,red,黃,0,0,2,5,0,5,0,0,9,9,2,,,,,,,,,,,,12,355.2341029999661,355.3342968999641,355.3342968999641,357.2288959999569,357.2288959999569,357.2288959999569,2,1,357.2288959999569,357.72793339996133,0.7421543000382371,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
2,綠,red,紅,0,1,1,5,0,5,0,0,10,10,5,,,,,,,,,,,,33,357.72793339996133,357.8276643999852,357.8276643999852,359.72231019998435,359.72231019998435,359.72231019998435,1,1,359.72231019998435,360.22121839999454,0.8176504000439309,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
4,紅,green,黃,0,0,2,5,0,5,0,0,11,11,0,,,,,,,,,,,,7,360.22121839999454,360.3208074999857,360.3208074999857,362.21637679997366,362.21637679997366,362.21637679997366,2,1,,,0.8589979000389576,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.21637679997366,392.1705808999832,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
6,的,red,黃,0,0,2,6,0,6,0,0,0,0,10,,,,,,,,392.1705808999832,394.1657764999545,394.1657764999545,394.6814640999655,65,394.6814640999655,394.7640389999724,394.7640389999724,396.65884519997053,396.65884519997053,396.65884519997053,2,1,396.65884519997053,397.1574234999716,0.8083185000577942,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
6,並,yellow,紅,0,0,2,6,0,6,0,0,1,1,1,,,,,,,,,,,,83,397.1574234999716,397.2572540999972,397.2572540999972,399.152267599944,399.152267599944,399.152267599944,2,1,399.152267599944,399.6511255999794,0.7542453000787646,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
5,個,yellow,黃,0,1,1,6,0,6,0,0,2,2,9,,,,,,,,,,,,90,399.6511255999794,399.75059729994973,399.75059729994973,401.64565919997403,401.64565919997403,401.64565919997403,1,1,401.64565919997403,402.1446804999723,1.0283530000597239,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
6,並,red,黃,0,0,2,6,0,6,0,0,3,3,2,,,,,,,,,,,,124,402.1446804999723,402.24432419997174,402.24432419997174,404.1392528999713,404.1392528999713,404.1392528999713,2,1,404.1392528999713,404.6378387999721,0.7911651000613347,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
6,到,yellow,紅,0,0,2,6,0,6,0,0,4,4,7,,,,,,,,,,,,68,404.6378387999721,404.7379425999825,404.7379425999825,406.6326518999995,406.6326518999995,406.6326518999995,2,1,406.6326518999995,407.1315788999782,0.9720892000477761,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
5,到,blue,藍,0,1,1,6,0,6,0,0,5,5,8,,,,,,,,,,,,117,407.1315788999782,407.2309912999626,407.2309912999626,409.12638529995456,409.12638529995456,409.12638529995456,1,1,409.12638529995456,409.62508729996625,0.605081700021401,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
6,個,blue,黃,0,0,2,6,0,6,0,0,6,6,5,,,,,,,,,,,,67,409.62508729996625,409.7249303999706,409.7249303999706,411.6197160999873,411.6197160999873,411.6197160999873,2,1,411.6197160999873,412.1186357999686,0.6870964000700042,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
5,並,green,綠,0,1,1,6,0,6,0,0,7,7,6,,,,,,,,,,,,95,412.1186357999686,412.21830489998683,412.21830489998683,414.113038499956,414.113038499956,414.113038499956,1,1,414.113038499956,414.6119386999635,0.6825385000556707,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
5,到,red,紅,0,1,1,6,0,6,0,0,8,8,4,,,,,,,,,,,,69,414.6119386999635,414.7117726999568,414.7117726999568,416.6067299999995,416.6067299999995,416.6067299999995,1,1,416.6067299999995,417.105111199955,0.7823568000458181,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
6,個,green,黃,0,0,2,6,0,6,0,0,9,9,3,,,,,,,,,,,,78,417.105111199955,417.20497039996553,417.20497039996553,419.0998447999591,419.0998447999591,419.0998447999591,2,1,419.0998447999591,419.59886179998284,0.7242554000695236,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
5,的,red,紅,0,1,1,6,0,6,0,0,10,10,11,,,,,,,,,,,,114,419.59886179998284,419.69863439997425,419.69863439997425,421.5934919999563,421.5934919999563,421.5934919999563,1,1,421.5934919999563,422.0922545999638,0.6329382000258192,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
5,並,blue,藍,0,1,1,6,0,6,0,0,11,11,0,,,,,,,,,,,,72,422.0922545999638,422.19219439994777,422.19219439994777,424.0871844999492,424.0871844999492,424.0871844999492,1,1,,,0.5318519001011737,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.0871844999492,454.04204749997007,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
6,的,blue,紅,0,0,2,7,0,7,0,0,0,0,7,,,,,,,,454.04204749997007,456.0364526999765,456.0364526999765,456.55114509997657,109,456.55114509997657,456.6351076999563,456.6351076999563,458.52978289994644,458.52978289994644,458.52978289994644,2,1,458.52978289994644,459.02872549998574,0.7147670000558719,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
6,的,red,綠,0,0,2,7,0,7,0,0,1,1,9,,,,,,,,,,,,105,459.02872549998574,459.1284109999542,459.1284109999542,461.0235318999621,461.0235318999621,461.0235318999621,2,1,461.0235318999621,461.5223151999526,0.7463259000796825,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
6,並,yellow,綠,0,0,2,7,0,7,0,0,2,2,3,,,,,,,,,,,,67,461.5223151999526,461.62215439998545,461.62215439998545,463.5167651999509,463.5167651999509,463.5167651999509,2,1,463.5167651999509,464.0152099999832,0.7160468000220135,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
5,的,red,紅,0,1,1,7,0,7,0,0,3,3,5,,,,,,,,,,,,85,464.0152099999832,464.1155489999801,464.1155489999801,466.0104574999423,466.0104574999423,466.0104574999423,1,1,466.0104574999423,466.50876809994224,0.5652939000283368,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
5,並,yellow,黃,0,1,1,7,0,7,0,0,4,4,6,,,,,,,,,,,,71,466.50876809994224,466.60891999996966,466.60891999996966,468.5039066999452,468.5039066999452,468.5039066999452,1,1,468.5039066999452,469.002288699965,0.5933318000752479,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
6,的,yellow,綠,0,0,2,7,0,7,0,0,5,5,0,,,,,,,,,,,,72,469.002288699965,469.1024187999428,469.1024187999428,470.9973176999483,470.9973176999483,470.9973176999483,2,1,470.9973176999483,471.49576139997225,0.6125909000984393,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
5,到,green,綠,0,1,1,7,0,7,0,0,6,6,8,,,,,,,,,,,,66,471.49576139997225,471.5956865999615,471.5956865999615,473.4909321999876,473.4909321999876,473.4909321999876,1,1,473.4909321999876,473.98943299998064,0.6124077000422403,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
6,的,blue,黃,0,0,2,7,0,7,0,0,7,7,1,,,,,,,,,,,,104,473.98943299998064,474.08943299995735,474.08943299995735,475.98404159996426,475.98404159996426,475.98404159996426,2,1,475.98404159996426,476.4830737999873,0.6260219000396319,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
5,並,green,綠,0,1,1,7,0,7,0,0,8,8,2,,,,,,,,,,,,71,476.4830737999873,476.5827201999491,476.5827201999491,478.47746869997354,478.47746869997354,478.47746869997354,1,1,478.47746869997354,478.9763523999718,0.6163879000814632,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
6,並,blue,黃,0,0,2,7,0,7,0,0,9,9,10,,,,,,,,,,,,115,478.9763523999718,479.07624499994563,479.07624499994563,480.9711814999464,480.9711814999464,480.9711814999464,2,1,480.9711814999464,481.4700673999614,0.7213492000591941,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
5,到,green,綠,0,1,1,7,0,7,0,0,10,10,4,,,,,,,,,,,,81,481.4700673999614,481.5695266999537,481.5695266999537,483.4645875999704,483.4645875999704,483.4645875999704,1,1,483.4645875999704,483.9632996,0.6486365000600927,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
5,到,green,綠,0,1,1,7,0,7,0,0,11,11,11,,,,,,,,,,,,71,483.9632996,484.06300309998915,484.06300309998915,485.95827999996254,485.95827999996254,485.95827999996254,1,1,,,0.6265445000026375,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.95827999996254,515.9129261999624,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
6,並,green,藍,0,0,2,8,0,8,0,0,0,0,4,,,,,,,,515.9129261999624,517.9075083999778,517.9075083999778,518.4215947999619,75,518.4215947999619,518.5060390999424,518.5060390999424,520.4007678999915,520.4007678999915,520.4007678999915,2,1,520.4007678999915,520.8994576999685,0.7782142000505701,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
5,的,green,綠,0,1,1,8,0,8,0,0,1,1,0,,,,,,,,,,,,122,520.8994576999685,520.9992685999605,520.9992685999605,522.8944463999942,522.8944463999942,522.8944463999942,1,1,522.8944463999942,523.3928336999961,0.5481243000831455,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
5,個,red,紅,0,1,1,8,0,8,0,0,2,2,10,,,,,,,,,,,,106,523.3928336999961,523.4926240999484,523.4926240999484,525.3873084999504,525.3873084999504,525.3873084999504,1,1,525.3873084999504,525.8860518999863,0.5776932000881061,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
6,到,red,綠,0,0,2,8,0,8,0,0,3,3,8,,,,,,,,,,,,78,525.8860518999863,525.9859008999774,525.9859008999774,527.8806771999807,527.8806771999807,527.8806771999807,2,1,527.8806771999807,528.3793889999506,0.6607126000453718,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
6,個,green,紅,0,0,2,8,0,8,0,0,4,4,1,,,,,,,,,,,,87,528.3793889999506,528.4790853999439,528.4790853999439,530.3741695999634,530.3741695999634,530.3741695999634,2,1,530.3741695999634,530.8728854999645,0.8066713000880554,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
6,個,red,黃,0,0,2,8,0,8,0,0,5,5,7,,,,,,,,,,,,73,530.8728854999645,530.9726023999974,530.9726023999974,532.8675209999783,532.8675209999783,532.8675209999783,2,1,532.8675209999783,533.3663907999871,0.7066886000684462,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
5,的,blue,藍,0,1,1,8,0,8,0,0,6,6,5,,,,,,,,,,,,72,533.3663907999871,533.4661629999755,533.4661629999755,535.3611404999974,535.3611404999974,535.3611404999974,1,1,535.3611404999974,535.8597924999776,0.8641304000630043,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
5,個,yellow,黃,0,1,1,8,0,8,0,0,7,7,3,,,,,,,,,,,,126,535.8597924999776,535.9594752999838,535.9594752999838,537.854593099968,537.854593099968,537.854593099968,1,1,537.854593099968,538.3533051999984,0.9528793000499718,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
6,到,yellow,藍,0,0,2,8,0,8,0,0,8,8,9,,,,,,,,,,,,103,538.3533051999984,538.4530448999722,538.4530448999722,540.3479957999662,540.3479957999662,540.3479957999662,2,1,540.3479957999662,540.846834899974,0.6976755000650883,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
6,的,blue,綠,0,0,2,8,0,8,0,0,9,9,2,,,,,,,,,,,,96,540.846834899974,540.9463587999926,540.9463587999926,542.8414934999892,542.8414934999892,542.8414934999892,2,1,542.8414934999892,543.3400572999963,0.9282464000862092,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
5,個,green,綠,0,1,1,8,0,8,0,0,10,10,11,,,,,,,,,,,,76,543.3400572999963,543.439956999966,543.439956999966,545.3349031999824,545.3349031999824,545.3349031999824,1,1,545.3349031999824,545.8336696999613,0.6895565000595525,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
5,的,red,紅,0,1,1,8,0,8,0,0,11,11,6,,,,,,,,,,,,79,545.8336696999613,545.9334294999717,545.9334294999717,547.8283621999435,547.8283621999435,547.8283621999435,1,1,,,0.5674007000634447,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.8283621999435,577.783222399943,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.783222399943,577.783222399943,q,4.603897900087759,None,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
