cond,topText,topColour,bottomText,congruent,match,corrAns,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trigger_txt.started,trigger_resp.started,trigger_resp.keys,trigger_resp.rt,trigger_resp.duration,instr_txt.started,prepared_resp.started,prep_instr.started,prep_instr.stopped,start_indicator.started,start_indicator.stopped,use_rows,top_txt.started,bottom_txt.started,key_resp.started,top_txt.stopped,bottom_txt.stopped,key_resp.stopped,key_resp.keys,key_resp.corr,trial_fixation.started,trial_fixation.stopped,key_resp.rt,key_resp.duration,rest_txt.started,rest_txt.stopped,end_txt.started,end_key_resp.started,end_key_resp.keys,end_key_resp.rt,end_key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.73167639999883,144.6862047999748,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
2,黃,blue,藍,0,1,1,2,0,2,0,0,0,0,4,,,,,,,,144.6862047999748,146.68149409996113,146.68149409996113,147.19335009995848,8,147.19335009995848,147.2794652999728,147.2794652999728,149.17437309998786,149.17437309998786,149.17437309998786,2,0,149.17437309998786,149.67312269995455,0.7992604000028223,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
2,紅,blue,藍,0,1,1,2,0,2,0,0,1,1,10,,,,,,,,,,,,8,149.67312269995455,149.7730030999519,149.7730030999519,151.6679764999426,151.6679764999426,151.6679764999426,2,0,151.6679764999426,152.16662889998406,0.8829065000754781,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
4,黃,red,綠,0,0,2,2,0,2,0,0,2,2,11,,,,,,,,,,,,55,152.16662889998406,152.2663240999682,152.2663240999682,154.16141489997972,154.16141489997972,154.16141489997972,2,1,154.16141489997972,154.66018819995224,0.9101083000423387,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
4,黃,green,藍,0,0,2,2,0,2,0,0,3,3,9,,,,,,,,,,,,14,154.66018819995224,154.76002569997218,154.76002569997218,156.65474279999034,156.65474279999034,156.65474279999034,2,1,156.65474279999034,157.15350369998487,0.8322289000498131,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
4,綠,red,藍,0,0,2,2,0,2,0,0,4,4,2,,,,,,,,,,,,11,157.15350369998487,157.25338919996284,157.25338919996284,159.14836099999957,159.14836099999957,159.14836099999957,2,1,159.14836099999957,159.6469352999702,0.7652168000349775,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
2,藍,yellow,黃,0,1,1,2,0,2,0,0,5,5,0,,,,,,,,,,,,58,159.6469352999702,159.74672539997846,159.74672539997846,161.64182919997256,161.64182919997256,161.64182919997256,1,1,161.64182919997256,162.14036399999168,1.044932000047993,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
2,綠,blue,藍,0,1,1,2,0,2,0,0,6,6,3,,,,,,,,,,,,7,162.14036399999168,162.24039699998684,162.24039699998684,164.13503229996422,164.13503229996422,164.13503229996422,1,1,164.13503229996422,164.6338297999464,0.915690700057894,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
2,藍,yellow,黃,0,1,1,2,0,2,0,0,7,7,1,,,,,,,,,,,,45,164.6338297999464,164.733649999951,164.733649999951,166.6287651999737,166.6287651999737,166.6287651999737,2,0,166.6287651999737,167.127386499953,0.9109552000300027,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
4,藍,green,黃,0,0,2,2,0,2,0,0,8,8,7,,,,,,,,,,,,31,167.127386499953,167.22715179994702,167.22715179994702,169.12211719999323,169.12211719999323,169.12211719999323,2,1,169.12211719999323,169.62074429995846,0.7503882000455633,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
4,綠,blue,紅,0,0,2,2,0,2,0,0,9,9,5,,,,,,,,,,,,53,169.62074429995846,169.72061789996224,169.72061789996224,171.6155592999421,171.6155592999421,171.6155592999421,2,1,171.6155592999421,172.11426279996522,1.2573657000320964,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
4,紅,yellow,紅,0,0,2,2,0,2,0,0,10,10,8,,,,,,,,,,,,4,172.11426279996522,172.21399709995603,172.21399709995603,174.10912649997044,174.10912649997044,174.10912649997044,2,1,174.10912649997044,174.60786629997892,0.871687600039877,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
2,藍,red,紅,0,1,1,2,0,2,0,0,11,11,6,,,,,,,,,,,,48,174.60786629997892,174.70767069997964,174.70767069997964,176.60251239995705,176.60251239995705,176.60251239995705,1,1,,,0.9100532000302337,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.60251239995705,206.55738279997604,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
3,藍,blue,黃,1,0,2,3,0,3,0,0,0,0,6,,,,,,,,206.55738279997604,208.55198259995086,208.55198259995086,209.06489519996103,24,209.06489519996103,209.15029999997932,209.15029999997932,211.0452576999669,211.0452576999669,211.0452576999669,2,1,211.0452576999669,211.54411299998173,0.8281144000939094,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
3,黃,yellow,綠,1,0,2,3,0,3,0,0,1,1,0,,,,,,,,,,,,2,211.54411299998173,211.6439244999783,211.6439244999783,213.538997799973,213.538997799973,213.538997799973,2,1,213.538997799973,214.03760099998908,0.9423373000463471,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
1,綠,green,綠,1,1,1,3,0,3,0,0,2,2,11,,,,,,,,,,,,0,214.03760099998908,214.13742229994386,214.13742229994386,216.03227729996433,216.03227729996433,216.03227729996433,1,1,216.03227729996433,216.53111049998552,0.6003689000499435,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
3,綠,green,黃,1,0,2,3,0,3,0,0,3,3,8,,,,,,,,,,,,22,216.53111049998552,216.63078799995128,216.63078799995128,218.52587179996772,218.52587179996772,218.52587179996772,2,1,218.52587179996772,219.02437909995206,1.1149332000641152,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
1,黃,yellow,黃,1,1,1,3,0,3,0,0,4,4,1,,,,,,,,,,,,27,219.02437909995206,219.12427149998257,219.12427149998257,221.01917749998393,221.01917749998393,221.01917749998393,1,1,221.01917749998393,221.51788869994925,0.6296338000101969,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
1,紅,red,紅,1,1,1,3,0,3,0,0,5,5,2,,,,,,,,,,,,23,221.51788869994925,221.61771179997595,221.61771179997595,223.5127300999593,223.5127300999593,223.5127300999593,1,1,223.5127300999593,224.01143269997556,0.47218760004034266,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
1,紅,red,紅,1,1,1,3,0,3,0,0,6,6,10,,,,,,,,,,,,20,224.01143269997556,224.111163799942,224.111163799942,226.00612619996537,226.00612619996537,226.00612619996537,1,1,226.00612619996537,226.5050386999501,0.5197475000750273,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
3,黃,yellow,藍,1,0,2,3,0,3,0,0,7,7,5,,,,,,,,,,,,0,226.5050386999501,226.60469709994504,226.60469709994504,228.50015359994723,228.50015359994723,228.50015359994723,2,1,228.50015359994723,228.99910929996986,0.9568813000805676,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
3,綠,green,黃,1,0,2,3,0,3,0,0,8,8,4,,,,,,,,,,,,27,228.99910929996986,229.09849019994726,229.09849019994726,230.9937757999869,230.9937757999869,230.9937757999869,2,1,230.9937757999869,231.49250199995004,0.7762783000944182,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
3,黃,yellow,紅,1,0,2,3,0,3,0,0,9,9,3,,,,,,,,,,,,3,231.49250199995004,231.59228089998942,231.59228089998942,233.48734219995094,233.48734219995094,233.48734219995094,2,1,233.48734219995094,233.98588319995906,0.8852316000266001,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
1,紅,red,紅,1,1,1,3,0,3,0,0,10,10,7,,,,,,,,,,,,0,233.98588319995906,234.08583149994956,234.08583149994956,235.98036999994656,235.98036999994656,235.98036999994656,1,1,235.98036999994656,236.47905139997602,0.5723027000785805,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
1,綠,green,綠,1,1,1,3,0,3,0,0,11,11,9,,,,,,,,,,,,3,236.47905139997602,236.5793132999679,236.5793132999679,238.47442769998452,238.47442769998452,238.47442769998452,1,1,,,0.6703426000312902,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.47442769998452,268.4291070999461,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
2,綠,red,紅,0,1,1,4,0,4,0,0,0,0,2,,,,,,,,268.4291070999461,270.4236135999672,270.4236135999672,270.93663099996047,50,270.93663099996047,271.0218131999718,271.0218131999718,272.91688429994974,272.91688429994974,272.91688429994974,1,1,272.91688429994974,273.41555309999967,1.0576660000369884,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
2,藍,green,綠,0,1,1,4,0,4,0,0,1,1,4,,,,,,,,,,,,37,273.41555309999967,273.5154223999707,273.5154223999707,275.41058739996515,275.41058739996515,275.41058739996515,1,1,275.41058739996515,275.9089914999786,0.9988071000552736,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
2,綠,red,紅,0,1,1,4,0,4,0,0,2,2,11,,,,,,,,,,,,13,275.9089914999786,276.00904159998754,276.00904159998754,277.9037291999557,277.9037291999557,277.9037291999557,2,0,277.9037291999557,278.402827999962,0.7660686000599526,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
4,綠,yellow,藍,0,0,2,4,0,4,0,0,3,3,6,,,,,,,,,,,,43,278.402827999962,278.5027607999509,278.5027607999509,280.39752919995226,280.39752919995226,280.39752919995226,2,1,280.39752919995226,280.8963596999529,1.2513365000486374,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
2,綠,red,紅,0,1,1,4,0,4,0,0,4,4,7,,,,,,,,,,,,9,280.8963596999529,280.996007299982,280.996007299982,282.8909397999523,282.8909397999523,282.8909397999523,1,1,282.8909397999523,283.38964219996706,0.685252700059209,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
2,藍,red,紅,0,1,1,4,0,4,0,0,5,5,8,,,,,,,,,,,,52,283.38964219996706,283.48949819995323,283.48949819995323,285.3844403999974,285.3844403999974,285.3844403999974,1,1,285.3844403999974,285.88318389997585,0.5586711000651121,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
4,紅,green,紅,0,0,2,4,0,4,0,0,6,6,9,,,,,,,,,,,,62,285.88318389997585,285.9829095999594,285.9829095999594,287.87767539999913,287.87767539999913,287.87767539999913,2,1,287.87767539999913,288.3765453999513,0.7723140000598505,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
4,藍,green,紅,0,0,2,4,0,4,0,0,7,7,3,,,,,,,,,,,,13,288.3765453999513,288.4763991999789,288.4763991999789,290.3715237999568,290.3715237999568,290.3715237999568,2,1,290.3715237999568,290.869938799995,0.8340189000591636,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
2,黃,red,紅,0,1,1,4,0,4,0,0,8,8,10,,,,,,,,,,,,7,290.869938799995,290.96945699997013,290.96945699997013,292.8643297999515,292.8643297999515,292.8643297999515,None,0,292.8643297999515,293.36310409998987,,,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
4,黃,blue,黃,0,0,2,4,0,4,0,0,9,9,0,,,,,,,,,,,,34,293.36310409998987,293.4632465999457,293.4632465999457,295.35792959999526,295.35792959999526,295.35792959999526,2,1,295.35792959999526,295.856925399974,0.846496400074102,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
4,黃,green,紅,0,0,2,4,0,4,0,0,10,10,5,,,,,,,,,,,,10,295.856925399974,295.9563667999464,295.9563667999464,297.85176129994215,297.85176129994215,297.85176129994215,2,1,297.85176129994215,298.35018409998156,0.7497874000109732,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
4,藍,red,藍,0,0,2,4,0,4,0,0,11,11,1,,,,,,,,,,,,13,298.35018409998156,298.4501648999867,298.4501648999867,300.3451948999427,300.3451948999427,300.3451948999427,2,1,,,0.9361695000552572,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.3451948999427,330.30013319995487,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
2,紅,yellow,黃,0,1,1,5,0,5,0,0,0,0,1,,,,,,,,330.30013319995487,332.29442449996714,332.29442449996714,332.80845519999275,36,332.80845519999275,332.89299349999055,332.89299349999055,334.78790659998776,334.78790659998776,334.78790659998776,1,1,334.78790659998776,335.28644249995705,1.1904986000154167,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
4,綠,yellow,綠,0,0,2,5,0,5,0,0,1,1,7,,,,,,,,,,,,5,335.28644249995705,335.3865833999589,335.3865833999589,337.2812869999907,337.2812869999907,337.2812869999907,2,1,337.2812869999907,337.7803933999967,0.9144874000339769,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
2,紅,green,綠,0,1,1,5,0,5,0,0,2,2,6,,,,,,,,,,,,47,337.7803933999967,337.8796983999782,337.8796983999782,339.7749853999703,339.7749853999703,339.7749853999703,2,0,339.7749853999703,340.2733194999746,0.9962904000421986,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
2,紅,blue,藍,0,1,1,5,0,5,0,0,3,3,3,,,,,,,,,,,,4,340.2733194999746,340.37316319998354,340.37316319998354,342.26860179996584,342.26860179996584,342.26860179996584,1,1,342.26860179996584,342.767136999988,0.8409496000385843,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
2,藍,red,紅,0,1,1,5,0,5,0,0,4,4,11,,,,,,,,,,,,54,342.767136999988,342.86702849995345,342.86702849995345,344.76197109994246,344.76197109994246,344.76197109994246,1,1,344.76197109994246,345.2603389999713,0.5995617000735365,None,,,,,,,,Liu_Teng_ZB216,001,2024-02-27_15h37.26.589,stroop-master,2023.1.3,60.15424752654399,
