Run,Block,Weight,Stimulus,TargetType,CorrectResponse,StimType,BlockType,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trigger_txt.started,trigger_txt.stopped,trigger_resp.keys,trigger_resp.rt,trigger_resp.started,trigger_resp.stopped,instr_txt.started,instr_txt.stopped,prepared_resp.keys,prepared_resp.rt,prepared_resp.started,prepared_resp.stopped,prep_instr.started,prep_instr.stopped,target.started,target.stopped,corr_var,image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,trial_fixation.started,trial_fixation.stopped,prep_instr_2.started,prep_instr_2.stopped,target_2.started,target_2.stopped,rest_txt.started,rest_txt.stopped,participant,session,date,expName,psychopyVersion,frameRate,
4,6,1,PL_047_SCENE04.png,lure,nontarget,Place,0-Back,2,0,2,0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,0,213.93323229999987,None,None,,213.93323229999987,None,None,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.94252419999975,None,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
4,7,1,FC_044_F22.png,nonlure,nontarget,Face,2-Back,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,231.11090369999874,None,231.11090369999874,None,0,233.9042841999999,None,None,,233.9042841999999,None,235.89744020000035,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
4,7,1,FC_046_F23.png,nonlure,nontarget,Face,2-Back,3,0,3,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,0,236.539621599999,None,None,,236.539621599999,None,238.54619730000013,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
4,7,1,FC_044_F22.png,target,target,Face,2-Back,3,0,3,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,0,239.0699413000002,None,None,,239.0699413000002,None,241.07813729999907,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
4,7,1,FC_046_F23.png,target,target,Face,2-Back,3,0,3,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,0,241.59458339999946,None,None,,241.59458339999946,None,243.59336019999864,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
4,7,1,FC_043_M22.png,nonlure,nontarget,Face,2-Back,3,0,3,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,0,244.12777749999987,None,None,,244.12777749999987,None,246.12539610000022,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
4,7,1,FC_045_M23.png,nonlure,nontarget,Face,2-Back,3,0,3,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,0,246.7480773999996,None,None,,246.7480773999996,None,248.7405351999987,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
4,7,1,FC_045_M23.png,lure,nontarget,Face,2-Back,3,0,3,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,0,249.25550639999892,None,None,,249.25550639999892,None,251.25577309999971,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
4,7,1,FC_043_M22.png,lure,nontarget,Face,2-Back,3,0,3,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,0,251.76923369999895,None,None,,251.76923369999895,None,253.77086029999919,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
4,7,1,FC_047_M24.png,nonlure,nontarget,Face,2-Back,3,0,3,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,0,254.56795769999917,None,None,,254.56795769999917,None,256.5694812999991,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
4,7,1,FC_048_F24.png,nonlure,nontarget,Face,2-Back,3,0,3,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,0,257.1108605999998,None,None,,257.1108605999998,None,None,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
4,8,1,TO_046_TOOL46_BA.png,nonlure,nontarget,Tools,2-Back,3,0,3,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,261.9550674000002,None,None,,261.9550674000002,None,263.94859429999997,None,259.1527122999996,None,259.1527122999996,None,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
4,8,1,TO_046_TOOL46_BA.png,lure,nontarget,Tools,2-Back,3,0,3,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,264.4503793999993,None,None,,264.4503793999993,None,266.4472363999994,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
4,8,1,TO_045_TOOL45_BA.png,nonlure,nontarget,Tools,2-Back,3,0,3,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,0,266.9718278,None,None,,266.9718278,None,268.97919960000036,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
4,8,1,TO_043_TOOL43_BA.png,nonlure,nontarget,Tools,2-Back,3,0,3,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,0,269.51432869999917,None,None,,269.51432869999917,None,271.5110851999998,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
4,8,1,TO_045_TOOL45_BA.png,target,target,Tools,2-Back,3,0,3,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,0,272.01327409999976,None,None,,272.01327409999976,None,274.0096176999996,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
4,8,1,TO_044_TOOL44_BA.png,nonlure,nontarget,Tools,2-Back,3,0,3,0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,0,274.530394899999,None,None,,274.530394899999,None,276.5248367999993,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
4,8,1,TO_043_TOOL43_BA.png,lure,nontarget,Tools,2-Back,3,0,3,0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,0,277.0254382999992,None,None,,277.0254382999992,None,279.02347139999983,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
4,8,1,TO_044_TOOL44_BA.png,target,target,Tools,2-Back,3,0,3,0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,0,279.5258482999998,None,None,,279.5258482999998,None,281.5221397999994,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
4,8,1,TO_048_TOOL48_BA.png,nonlure,nontarget,Tools,2-Back,3,0,3,0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,0,282.13171169999987,None,None,,282.13171169999987,None,284.13733449999927,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
4,8,1,TO_047_TOOL47_BA.png,nonlure,nontarget,Tools,2-Back,3,0,3,0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,0,284.67151229999945,None,None,,284.67151229999945,None,None,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.6691787,None,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,1,1,FC_063_M32.png,nonlure,nontarget,Face,2-Back,4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,301.8335298999991,None,301.8335298999991,None,0,304.60789209999894,None,None,,304.60789209999894,None,306.60799419999967,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,1,1,FC_064_F32.png,nonlure,nontarget,Face,2-Back,4,0,4,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,0,307.1452499999996,None,None,,307.1452499999996,None,309.13999390000026,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,1,1,FC_064_F32.png,lure,nontarget,Face,2-Back,4,0,4,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,0,309.6589788000001,None,None,,309.6589788000001,None,311.6552389999997,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,1,1,FC_063_M32.png,lure,nontarget,Face,2-Back,4,0,4,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,0,312.1643616000001,None,None,,312.1643616000001,None,314.170441799999,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,1,1,FC_066_F33.png,nonlure,nontarget,Face,2-Back,4,0,4,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,0,314.71224509999956,None,None,,314.71224509999956,None,316.7190308999998,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,1,1,FC_065_M33.png,nonlure,nontarget,Face,2-Back,4,0,4,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,0,317.25754029999916,None,None,,317.25754029999916,None,319.2510403999986,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,1,1,FC_066_F33.png,target,target,Face,2-Back,4,0,4,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,0,319.77585309999995,None,None,,319.77585309999995,None,321.7829991999988,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,1,1,FC_062_F31.png,nonlure,nontarget,Face,2-Back,4,0,4,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,0,322.4320018999988,None,None,,322.4320018999988,None,324.43146629999865,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,1,1,FC_061_M31.png,nonlure,nontarget,Face,2-Back,4,0,4,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,0,325.0929720000004,None,None,,325.0929720000004,None,327.096669999999,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,1,1,FC_062_F31.png,target,target,Face,2-Back,4,0,4,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,0,327.624195299999,None,None,,327.624195299999,None,None,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,2,1,PL_065_P0.1.png,target,target,Place,0-Back,4,0,4,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,332.4728634000003,None,None,,332.4728634000003,None,334.4756779999989,None,329.71930710000015,None,329.71930710000015,None,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,2,1,PL_070_P46.1.png,nonlure,nontarget,Place,0-Back,4,0,4,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,335.1793770000004,None,None,,335.1793770000004,None,337.17418050000015,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,2,1,PL_069_P42.1.png,nonlure,nontarget,Place,0-Back,4,0,4,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,0,337.706005,None,None,,337.706005,None,339.70607500000006,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,2,1,PL_069_P42.1.png,lure,nontarget,Place,0-Back,4,0,4,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,0,340.21877029999996,None,None,,340.21877029999996,None,342.2213396999996,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,2,1,PL_067_P37.1.png,nonlure,nontarget,Place,0-Back,4,0,4,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,0,342.7503821999999,None,None,,342.7503821999999,None,344.7534298999999,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,2,1,PL_070_P46.1.png,lure,nontarget,Place,0-Back,4,0,4,0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,0,345.26331240000036,None,None,,345.26331240000036,None,347.2686703999989,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,2,1,PL_068_P39.1.png,nonlure,nontarget,Place,0-Back,4,0,4,0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,0,347.79762669999946,None,None,,347.79762669999946,None,349.8004431999998,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,2,1,PL_065_P0.1.png,target,target,Place,0-Back,4,0,4,0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,0,350.3131956999987,None,None,,350.3131956999987,None,352.31574009999895,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,2,1,PL_067_P37.1.png,lure,nontarget,Place,0-Back,4,0,4,0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,0,352.82756569999947,None,None,,352.82756569999947,None,354.8310838999987,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,2,1,PL_066_P32.1.png,nonlure,nontarget,Place,0-Back,4,0,4,0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,0,355.3598232000004,None,None,,355.3598232000004,None,None,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.36287269999957,None,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,3,1,BP_063_BODY_02_BA.png,nonlure,nontarget,Body,2-Back,5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,372.4101756,None,372.4101756,None,0,375.187082299999,None,None,,375.187082299999,None,377.1852084000002,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,3,1,BP_065_BODY_04_BA.png,nonlure,nontarget,Body,2-Back,5,0,5,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,0,377.80469019999873,None,None,,377.80469019999873,None,379.8003446999992,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,3,1,BP_067_BODY_06_BA.png,nonlure,nontarget,Body,2-Back,5,0,5,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,0,380.3255530999995,None,None,,380.3255530999995,None,382.33235819999936,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,3,1,BP_063_BODY_02_BA.png,lure,nontarget,Body,2-Back,5,0,5,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,0,382.83898919999956,None,None,,382.83898919999956,None,384.84760649999953,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,3,1,BP_066_BODY_05_BA.png,nonlure,nontarget,Body,2-Back,5,0,5,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,0,385.37718680000035,None,None,,385.37718680000035,None,387.3795923999987,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,3,1,BP_065_BODY_04_BA.png,lure,nontarget,Body,2-Back,5,0,5,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,0,387.88839219999863,None,None,,387.88839219999863,None,389.8947694999988,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,3,1,BP_062_BODY_01_BA.png,nonlure,nontarget,Body,2-Back,5,0,5,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,0,390.43737689999944,None,None,,390.43737689999944,None,392.4435068999992,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,3,1,BP_064_BODY_03_BA.png,nonlure,nontarget,Body,2-Back,5,0,5,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,0,392.97029180000027,None,None,,392.97029180000027,None,394.9755996999993,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,3,1,BP_062_BODY_01_BA.png,target,target,Body,2-Back,5,0,5,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,0,395.4842583999998,None,None,,395.4842583999998,None,397.4904766999989,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,3,1,BP_064_BODY_03_BA.png,target,target,Body,2-Back,5,0,5,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,0,397.99983389999943,None,None,,397.99983389999943,None,None,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,4,1,FC_069_M35.png,nonlure,nontarget,Face,0-Back,5,0,5,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,403.0737350999989,None,None,,403.0737350999989,None,405.0695976999996,None,400.05751789999886,None,400.05751789999886,None,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,4,1,FC_067_M34.png,nonlure,nontarget,Face,0-Back,5,0,5,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,405.69421669999974,None,None,,405.69421669999974,None,407.70146679999925,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,4,1,FC_070_F35.png,nonlure,nontarget,Face,0-Back,5,0,5,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,0,408.66000899999926,None,None,,408.66000899999926,None,410.6664619000003,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,4,1,FC_070_F35.png,lure,nontarget,Face,0-Back,5,0,5,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,0,411.1905771999991,None,None,,411.1905771999991,None,413.1984298999996,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,4,1,FC_069_M35.png,lure,nontarget,Face,0-Back,5,0,5,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,0,413.71978390000004,None,None,,413.71978390000004,None,415.7136985999987,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,4,1,FC_072_F36.png,nonlure,nontarget,Face,0-Back,5,0,5,0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,0,416.2499938000001,None,None,,416.2499938000001,None,418.2456442999992,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,4,1,FC_071_M36.png,nonlure,nontarget,Face,0-Back,5,0,5,0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,0,418.77798149999944,None,None,,418.77798149999944,None,420.77762210000037,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,4,1,FC_071_M36.png,lure,nontarget,Face,0-Back,5,0,5,0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,0,421.29093719999946,None,None,,421.29093719999946,None,423.29269009999916,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,4,1,FC_068_F34.png,target,target,Face,0-Back,5,0,5,0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,0,423.809081899999,None,None,,423.809081899999,None,425.80801109999993,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,4,1,FC_068_F34.png,target,target,Face,0-Back,5,0,5,0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,0,426.32472899999993,None,None,,426.32472899999993,None,None,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.3231672999991,None,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,5,1,TO_065_TOOL65_BA.png,nonlure,nontarget,Tools,2-Back,6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,443.4515057999997,None,443.4515057999997,None,0,446.2215835999996,None,None,,446.2215835999996,None,448.22870369999873,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
6,5,1,TO_063_TOOL63_BA.png,nonlure,nontarget,Tools,2-Back,6,0,6,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,0,448.7596733999999,None,None,,448.7596733999999,None,450.7606096999989,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1649,nback-master,2021.1.4,59.97969087695082,
