Run,Block,Weight,Stimulus,TargetType,CorrectResponse,StimType,BlockType,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trigger_txt.started,trigger_resp.started,trigger_resp.keys,trigger_resp.rt,trigger_resp.duration,instr_txt.started,prepared_resp.started,prepared_resp.keys,prepared_resp.rt,prepared_resp.duration,prep_instr.started,use_rows,image.started,key_resp.started,corr_var,key_resp.keys,trial_fixation.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,16.363135500000226,16.363135500000226,s,0.5872212999997828,None,,,,,,,,,,,,,724670,001,2024-02-14_12h24.54.773,clock-master,2023.1.3,59.92724832065428,
,,,,,,,,,,,,,,,,,,,,,16.972946299999876,16.972946299999876,1,0.8573817999999847,None,,,,,,,,724670,001,2024-02-14_12h24.54.773,clock-master,2023.1.3,59.92724832065428,
1,1,1,BP_002_BP10_BA.png,nonlure,nontarget,Body,2-Back,0,0,0,0,0,0,0,0,,,,,,,,,,,17.85748760000024,0,20.39298719999988,20.39298719999988,0,None,22.36256080000021,724670,001,2024-02-14_12h24.54.773,clock-master,2023.1.3,59.92724832065428,
1,1,1,BP_001_BP1_BA.png,nonlure,nontarget,Body,2-Back,0,0,0,0,0,1,1,1,,,,,,,,,,,,1,22.863162399999965,22.863162399999965,0,None,24.865410800000063,724670,001,2024-02-14_12h24.54.773,clock-master,2023.1.3,59.92724832065428,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25.36605069999996,25.36605069999996,,,,,,,,,,
