block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Run,Block,Weight,Stimulus,TargetType,CorrectResponse,StimType,BlockType,trigger_txt.started,trigger_txt.stopped,trigger_resp.keys,trigger_resp.rt,trigger_resp.started,trigger_resp.stopped,instr_txt.started,instr_txt.stopped,prepared_resp.keys,prepared_resp.rt,prepared_resp.started,prepared_resp.stopped,prep_instr.started,prep_instr.stopped,target.started,target.stopped,corr_var,image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,14.245511399999941,None,s,0.8965113000003839,14.245511399999941,None,,,,,,,,,,,,,,,,,,Jocelyn_personal,001,2024_Feb_19_1526,nback-master,2021.1.4,60.10139104663784,
,,,,,,,,,,,,,,,,,,,,,,15.17265610000004,None,1,0.5825276000000486,15.17265610000004,None,,,,,,,,,,,,Jocelyn_personal,001,2024_Feb_19_1526,nback-master,2021.1.4,60.10139104663784,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.01207549999981,None,16.01207549999981,None,1,18.905713099999957,None,2,0.34669220000023415,18.905713099999957,None,,,,,,,
