Run,Block,Weight,Stimulus,TargetType,CorrectResponse,StimType,BlockType,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trigger_txt.started,trigger_txt.stopped,trigger_resp.keys,trigger_resp.rt,trigger_resp.started,trigger_resp.stopped,instr_txt.started,instr_txt.stopped,prepared_resp.keys,prepared_resp.rt,prepared_resp.started,prepared_resp.stopped,prep_instr.started,prep_instr.stopped,target.started,target.stopped,corr_var,stim_trial_fixation.started,stim_trial_fixation.stopped,image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,prep_instr_2.started,prep_instr_2.stopped,target_2.started,target_2.stopped,rest_txt.started,rest_txt.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,1,1,TO_028_TOOL28_BA.png,lure,nontarget,Tools,0-Back,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,1,40.17399579999983,40.17399579999983,40.6676238,40.17399579999983,2,1.9513638999997056,40.6676238,40.17399579999983,,,,,,,Jocelyn_personal,001,2024_Feb_19_1720,nback-master,2021.1.4,60.081999913394995,
3,1,1,TO_029_TOOL29_BA.png,nonlure,nontarget,Tools,0-Back,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,1,42.68842389999918,42.68842389999918,43.18294790000073,42.68842389999918,2,1.723337299999912,43.18294790000073,42.68842389999918,,,,,,,Jocelyn_personal,001,2024_Feb_19_1720,nback-master,2021.1.4,60.081999913394995,
3,2,1,FC_029_M15.png,nonlure,nontarget,Face,2-Back,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,1,48.2240853000003,48.2240853000003,48.72973559999991,None,2,1.871988799999599,48.72973559999991,None,45.375836100000015,None,45.375836100000015,None,,,Jocelyn_personal,001,2024_Feb_19_1720,nback-master,2021.1.4,60.081999913394995,
3,2,1,FC_026_F13.png,nonlure,nontarget,Face,2-Back,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,1,50.795002299999396,51.29498609999973,51.29498609999973,50.795002299999396,2,1.0653211999997438,51.29498609999973,50.795002299999396,,,,,,,Jocelyn_personal,001,2024_Feb_19_1720,nback-master,2021.1.4,60.081999913394995,
3,2,1,FC_029_M15.png,target,target,Face,2-Back,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,0,53.31628769999952,53.81020229999922,53.81020229999922,53.31628769999952,None,,53.81020229999922,53.31628769999952,,,,,,,Jocelyn_personal,001,2024_Feb_19_1720,nback-master,2021.1.4,60.081999913394995,
3,2,1,FC_028_F14.png,nonlure,nontarget,Face,2-Back,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,0,55.86980279999989,56.37547789999917,56.37547789999917,55.86980279999989,None,,56.37547789999917,55.86980279999989,,,,,,,Jocelyn_personal,001,2024_Feb_19_1720,nback-master,2021.1.4,60.081999913394995,
3,2,1,FC_025_M13.png,nonlure,nontarget,Face,2-Back,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,0,58.51966220000031,59.024061100000836,59.024061100000836,58.51966220000031,None,,59.024061100000836,58.51966220000031,,,,,,,Jocelyn_personal,001,2024_Feb_19_1720,nback-master,2021.1.4,60.081999913394995,
3,2,1,FC_026_F13.png,lure,nontarget,Face,2-Back,0,0,0,0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,0,61.0462277000006,61.53907629999958,61.53907629999958,61.0462277000006,None,,61.53907629999958,61.0462277000006,,,,,,,Jocelyn_personal,001,2024_Feb_19_1720,nback-master,2021.1.4,60.081999913394995,
3,2,1,FC_027_M14.png,nonlure,nontarget,Face,2-Back,0,0,0,0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,0,63.67590139999993,64.17110049999974,64.17110049999974,63.67590139999993,None,,64.17110049999974,63.67590139999993,,,,,,,Jocelyn_personal,001,2024_Feb_19_1720,nback-master,2021.1.4,60.081999913394995,
3,2,1,FC_028_F14.png,lure,nontarget,Face,2-Back,0,0,0,0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,0,66.19265500000074,66.68620999999985,66.68620999999985,66.19265500000074,None,,66.68620999999985,66.19265500000074,,,,,,,Jocelyn_personal,001,2024_Feb_19_1720,nback-master,2021.1.4,60.081999913394995,
3,2,1,FC_027_M14.png,target,target,Face,2-Back,0,0,0,0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,0,68.70468620000065,69.20162920000075,69.20162920000075,68.70468620000065,None,,69.20162920000075,68.70468620000065,,,,,,,Jocelyn_personal,001,2024_Feb_19_1720,nback-master,2021.1.4,60.081999913394995,
3,2,1,FC_030_F15.png,nonlure,nontarget,Face,2-Back,0,0,0,0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,0,71.27389869999934,71.76698009999927,71.76698009999927,71.27389869999934,None,,71.76698009999927,71.27389869999934,,,,,,,Jocelyn_personal,001,2024_Feb_19_1720,nback-master,2021.1.4,60.081999913394995,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.76529880000089,None,Jocelyn_personal,001,2024_Feb_19_1720,nback-master,2021.1.4,60.081999913394995,
3,3,1,BP_026_H8-T_BA.png,target,target,Body,0-Back,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,89.17561129999922,None,89.17561129999922,None,0,91.99747630000093,91.99747630000093,92.48844979999922,None,None,,92.48844979999922,None,,,,,,,Jocelyn_personal,001,2024_Feb_19_1720,nback-master,2021.1.4,60.081999913394995,
3,3,1,BP_031_FLBHS_BA.png,nonlure,nontarget,Body,0-Back,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,0,94.93838920000053,95.4367674999994,95.4367674999994,94.93838920000053,None,,95.4367674999994,94.93838920000053,,,,,,,Jocelyn_personal,001,2024_Feb_19_1720,nback-master,2021.1.4,60.081999913394995,
3,3,1,BP_027_FBBHI_BA.png,nonlure,nontarget,Body,0-Back,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,0,97.5619884000007,98.06880900000033,98.06880900000033,97.5619884000007,None,,98.06880900000033,97.5619884000007,,,,,,,Jocelyn_personal,001,2024_Feb_19_1720,nback-master,2021.1.4,60.081999913394995,
3,3,1,BP_026_H8-T_BA.png,target,target,Body,0-Back,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,0,100.0798821999997,100.58365090000007,100.58365090000007,100.0798821999997,None,,100.58365090000007,100.0798821999997,,,,,,,Jocelyn_personal,001,2024_Feb_19_1720,nback-master,2021.1.4,60.081999913394995,
3,3,1,BP_027_FBBHI_BA.png,lure,nontarget,Body,0-Back,1,0,1,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,0,102.59985849999975,103.09932809999918,103.09932809999918,102.59985849999975,None,,103.09932809999918,102.59985849999975,,,,,,,Jocelyn_personal,001,2024_Feb_19_1720,nback-master,2021.1.4,60.081999913394995,
