Run,Block,Weight,Stimulus,TargetType,CorrectResponse,StimType,BlockType,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trigger_txt.started,trigger_resp.started,trigger_resp.keys,trigger_resp.rt,trigger_resp.duration,instr_txt.started,prepared_resp.started,prepared_resp.keys,prepared_resp.rt,prepared_resp.duration,prep_instr.started,target.started,prep_instr.stopped,target.stopped,stim_trial_fixation.started,stim_trial_fixation.stopped,image.started,key_resp.started,image.stopped,key_resp.stopped,corr_var,key_resp.keys,key_resp.rt,key_resp.duration,prep_instr_2.started,target_2.started,prep_instr_2.stopped,target_2.stopped,rest_txt.started,rest_txt.stopped,participant,session,date,expName,psychopyVersion,frameRate,
4,5,1,BP_047_MLBHS_BA.png,nonlure,nontarget,Body,0-Back,2,0,2,0,0,1,1,1,,,,,,,,,,,,,,,,,,,169.47631679987535,169.94793220004067,169.94793220004067,169.94793220004067,171.9525140998885,171.9525140998885,0,None,,,,,,,,,Jocelyn_ZB216,001,2024-02-20_14h35.12.699,nback-master,2023.1.3,60.12506018151383,
4,5,1,BP_045_MLBFS_BA.png,nonlure,nontarget,Body,0-Back,2,0,2,0,0,2,2,2,,,,,,,,,,,,,,,,,,,171.9525140998885,172.4408068000339,172.4408068000339,172.4408068000339,174.43535960000008,174.43535960000008,0,None,,,,,,,,,Jocelyn_ZB216,001,2024-02-20_14h35.12.699,nback-master,2023.1.3,60.12506018151383,
4,5,1,BP_048_MLCHS_BA.png,nonlure,nontarget,Body,0-Back,2,0,2,0,0,3,3,3,,,,,,,,,,,,,,,,,,,174.43535960000008,174.9340830000583,174.9340830000583,174.9340830000583,176.92901539988816,176.92901539988816,0,None,,,,,,,,,Jocelyn_ZB216,001,2024-02-20_14h35.12.699,nback-master,2023.1.3,60.12506018151383,
4,5,1,BP_044_MLBFI_BA.png,target,target,Body,0-Back,2,0,2,0,0,4,4,4,,,,,,,,,,,,,,,,,,,176.92901539988816,177.42799500003457,177.42799500003457,177.42799500003457,179.42207379988395,179.42207379988395,0,None,,,,,,,,,Jocelyn_ZB216,001,2024-02-20_14h35.12.699,nback-master,2023.1.3,60.12506018151383,
4,5,1,BP_048_MLCHS_BA.png,lure,nontarget,Body,0-Back,2,0,2,0,0,5,5,5,,,,,,,,,,,,,,,,,,,179.42207379988395,179.92097259988077,179.92097259988077,179.92097259988077,181.91518029989675,181.91518029989675,0,None,,,,,,,,,Jocelyn_ZB216,001,2024-02-20_14h35.12.699,nback-master,2023.1.3,60.12506018151383,
4,5,1,BP_044_MLBFI_BA.png,target,target,Body,0-Back,2,0,2,0,0,6,6,6,,,,,,,,,,,,,,,,,,,181.91518029989675,182.41458359989338,182.41458359989338,182.41458359989338,184.40907180006616,184.40907180006616,0,None,,,,,,,,,Jocelyn_ZB216,001,2024-02-20_14h35.12.699,nback-master,2023.1.3,60.12506018151383,
4,5,1,BP_047_MLBHS_BA.png,lure,nontarget,Body,0-Back,2,0,2,0,0,7,7,7,,,,,,,,,,,,,,,,,,,184.40907180006616,184.90791549999267,184.90791549999267,184.90791549999267,186.9079030000139,186.9079030000139,1,2,1.9502461000811309,None,,,,,,,Jocelyn_ZB216,001,2024-02-20_14h35.12.699,nback-master,2023.1.3,60.12506018151383,
4,5,1,BP_049_MRBAI_BA.png,lure,nontarget,Body,0-Back,2,0,2,0,0,8,8,8,,,,,,,,,,,,,,,,,,,186.9079030000139,187.40137679991312,187.40137679991312,187.40137679991312,189.48871159995906,189.48871159995906,0,1,1.7356918998993933,None,,,,,,,Jocelyn_ZB216,001,2024-02-20_14h35.12.699,nback-master,2023.1.3,60.12506018151383,
4,5,1,BP_046_MLBHI_BA.png,nonlure,nontarget,Body,0-Back,2,0,2,0,0,9,9,9,,,,,,,,,,,,,,,,,,,189.48871159995906,189.9614856999833,189.9614856999833,189.9614856999833,192.061743499944,192.061743499944,0,1,1.8192753000184894,None,,,,,,,Jocelyn_ZB216,001,2024-02-20_14h35.12.699,nback-master,2023.1.3,60.12506018151383,
4,6,1,PL_048_SCENE05.png,nonlure,nontarget,Place,0-Back,2,0,2,0,,,,,0,0,0,0,,,,,,,,,,,,,,,194.64761990006082,195.13131169998087,195.13131169998087,195.13131169998087,197.12873480003327,197.12873480003327,1,2,1.7605756998527795,None,192.061743499944,192.061743499944,194.64761990006082,194.64761990006082,,,Jocelyn_ZB216,001,2024-02-20_14h35.12.699,nback-master,2023.1.3,60.12506018151383,
4,6,1,PL_046_SCENE03.png,nonlure,nontarget,Place,0-Back,2,0,2,0,,,,,0,1,1,1,,,,,,,,,,,,,,,197.12873480003327,197.6238832999952,197.6238832999952,197.6238832999952,199.6190651000943,199.6190651000943,1,2,1.8540388001129031,None,,,,,,,Jocelyn_ZB216,001,2024-02-20_14h35.12.699,nback-master,2023.1.3,60.12506018151383,
4,6,1,PL_045_SCENE02.png,target,target,Place,0-Back,2,0,2,0,,,,,0,2,2,2,,,,,,,,,,,,,,,199.6190651000943,200.1179831000045,200.1179831000045,200.1179831000045,202.1124086000491,202.1124086000491,1,1,1.9500343999825418,None,,,,,,,Jocelyn_ZB216,001,2024-02-20_14h35.12.699,nback-master,2023.1.3,60.12506018151383,
4,6,1,PL_045_SCENE02.png,target,target,Place,0-Back,2,0,2,0,,,,,0,3,3,3,,,,,,,,,,,,,,,202.1124086000491,202.61112869996578,202.61112869996578,202.61112869996578,204.6059487001039,204.6059487001039,1,1,1.8913459999021143,None,,,,,,,Jocelyn_ZB216,001,2024-02-20_14h35.12.699,nback-master,2023.1.3,60.12506018151383,
4,6,1,PL_046_SCENE03.png,lure,nontarget,Place,0-Back,2,0,2,0,,,,,0,4,4,4,,,,,,,,,,,,,,,204.6059487001039,205.10468719992787,205.10468719992787,205.10468719992787,207.18938930006698,207.18938930006698,0,1,1.8503427000250667,None,,,,,,,Jocelyn_ZB216,001,2024-02-20_14h35.12.699,nback-master,2023.1.3,60.12506018151383,
4,6,1,PL_049_SCENE06.png,nonlure,nontarget,Place,0-Back,2,0,2,0,,,,,0,5,5,5,,,,,,,,,,,,,,,207.18938930006698,207.6641651999671,207.6641651999671,207.6641651999671,209.65933909988962,209.65933909988962,1,2,1.9517956001218408,None,,,,,,,Jocelyn_ZB216,001,2024-02-20_14h35.12.699,nback-master,2023.1.3,60.12506018151383,
4,6,1,PL_047_SCENE04.png,nonlure,nontarget,Place,0-Back,2,0,2,0,,,,,0,6,6,6,,,,,,,,,,,,,,,209.65933909988962,210.15833949996158,210.15833949996158,210.15833949996158,212.15263650007546,212.15263650007546,0,1,1.7706579000223428,None,,,,,,,Jocelyn_ZB216,001,2024-02-20_14h35.12.699,nback-master,2023.1.3,60.12506018151383,
4,6,1,PL_048_SCENE05.png,lure,nontarget,Place,0-Back,2,0,2,0,,,,,0,7,7,7,,,,,,,,,,,,,,,212.15263650007546,212.65195830003358,212.65195830003358,212.65195830003358,214.6463877998758,214.6463877998758,1,2,1.9243225001264364,None,,,,,,,Jocelyn_ZB216,001,2024-02-20_14h35.12.699,nback-master,2023.1.3,60.12506018151383,
4,6,1,PL_050_SCENE07.png,nonlure,nontarget,Place,0-Back,2,0,2,0,,,,,0,8,8,8,,,,,,,,,,,,,,,214.6463877998758,215.14549960009754,215.14549960009754,215.14549960009754,217.13976539997384,217.13976539997384,0,1,1.8793341999407858,None,,,,,,,Jocelyn_ZB216,001,2024-02-20_14h35.12.699,nback-master,2023.1.3,60.12506018151383,
