trigger_txt.started,trigger_resp.started,trigger_resp.keys,trigger_resp.rt,trigger_resp.duration,instr_txt.started,prepared_resp.started,participant,session,date,expName,psychopyVersion,frameRate,
12.998015300006955,12.998015300006955,s,0.5950083000061568,None,,,336061t\,001,2024-02-21_16h36.35.350,nback-master-final,2023.1.3,59.99289684105378,
