block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,instr_txt.started,prepared_resp.started,prepared_resp.keys,prepared_resp.rt,prepared_resp.duration,target.started,prep_instr.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,11.920871999987867,11.920871999987867,left,1.0574138000083622,None,,,794410,001,2024-02-22_19h06.25.297,nback-practise,2023.1.3,59.90990748210099,
,,,,,,,,,13.01054029999068,13.01054029999068,,,,,,,
