run,block,block_type,stim_type,stimulus,target,corr_ans,iti_onset,iti_offset,iti_duration,stim_onset,stim_offset,stim_duration,key_resp,key_resp_rt,corr_var,instr_onset,instr_offset,instr_duration,rest_onset,rest_offset,rest_duration
7,1,0-Back,Body,BP_078_BODY_17_BA.png,nontarget,2,21.212322999999746,21.71294460000354,0.5006216000037931,21.71294460000354,24.215901299990943,2.502956699987404,2.0,0.3793811999930767,1,18.702470299991543,21.212322999999746,2.509852700008203,None,None,None
7,1,0-Back,Body,BP_074_BODY_13_BA.png,target,1,24.215901299990943,24.71619759999157,0.5002963000006275,24.71619759999157,27.219173799996497,2.5029762000049267,1.0,0.6388716000074055,1,None,None,None,None,None,None
7,1,0-Back,Body,BP_075_BODY_14_BA.png,nontarget,2,27.219173799996497,27.71966940000129,0.5004956000047933,27.71966940000129,30.22258359999978,2.5029141999984894,1.0,0.9966876000107732,0,None,None,None,None,None,None
7,1,0-Back,Body,BP_076_BODY_15_BA.png,nontarget,2,30.22258359999978,30.72315920000256,0.5005756000027795,30.72315920000256,33.22636400000192,2.503204799999363,2.0,0.5679172000091057,1,None,None,None,None,None,None
7,1,0-Back,Body,BP_078_BODY_17_BA.png,nontarget,2,33.22636400000192,33.727277400001185,0.5009133999992628,33.727277400001185,36.23024920000171,2.502971800000523,2.0,0.7081594000046607,1,None,None,None,None,None,None
7,1,0-Back,Body,BP_079_BODY_18_BA.png,nontarget,2,36.23024920000171,36.7303896999947,0.5001404999929946,36.7303896999947,39.23301559999527,2.5026259000005666,2.0,0.5212055000010878,1,None,None,None,None,None,None
7,1,0-Back,Body,BP_079_BODY_18_BA.png,nontarget,2,39.23301559999527,39.73372129999916,0.5007057000038913,39.73372129999916,42.23660059999384,2.5028792999946816,2.0,0.5020659000001615,1,None,None,None,None,None,None
7,1,0-Back,Body,BP_077_BODY_16_BA.png,nontarget,2,42.23660059999384,42.73717079999915,0.5005702000053063,42.73717079999915,45.24005819999729,2.5028873999981442,2.0,0.5626983999973163,1,None,None,None,None,None,None
7,1,0-Back,Body,BP_074_BODY_13_BA.png,target,1,45.24005819999729,45.74068459999398,0.5006263999966905,45.74068459999398,48.24353439999686,2.5028498000028776,2.0,0.5505256000033114,0,None,None,None,None,None,None
7,1,0-Back,Body,BP_075_BODY_14_BA.png,nontarget,2,48.24353439999686,48.74432129999332,0.5007868999964558,48.74432129999332,51.45995029999176,2.7156289999984438,2.0,0.8024432999955025,1,None,None,None,None,None,None
7,2,2-Back,Place,PL_081_O10.1.png,nontarget,2,53.96674390000408,54.46722219999356,0.5004782999894744,54.46722219999356,56.97016939999594,2.5029472000023816,2.0,0.807526600008714,1,51.45995029999176,53.96674390000408,2.5067936000123225,None,None,None
7,2,2-Back,Place,PL_081_O10.1.png,nontarget,2,56.97016939999594,57.470628700000816,0.5004593000048772,57.470628700000816,59.97419779999473,2.5035690999939106,2.0,0.379902900007437,1,None,None,None,None,None,None
7,2,2-Back,Place,PL_082_O11.1.png,nontarget,2,59.97419779999473,60.47412669999176,0.4999288999970304,60.47412669999176,62.97697859999607,2.502851900004316,1.0,0.4326678999932483,0,None,None,None,None,None,None
7,2,2-Back,Place,PL_077_P70.1.png,nontarget,2,62.97697859999607,63.47763249999844,0.5006539000023693,63.47763249999844,65.98054580000462,2.5029133000061776,2.0,0.5172663999983342,1,None,None,None,None,None,None
7,2,2-Back,Place,PL_082_O11.1.png,target,1,65.98054580000462,66.48113669999293,0.5005908999883104,66.48113669999293,68.98397210000257,2.502835400009644,1.0,0.4814374999987194,1,None,None,None,None,None,None
7,2,2-Back,Place,PL_078_P71.1.png,nontarget,2,68.98397210000257,69.48453970000264,0.5005676000000676,69.48453970000264,71.98747389999335,2.5029341999907047,2.0,0.5988287000072887,1,None,None,None,None,None,None
7,2,2-Back,Place,PL_079_P72.1.png,nontarget,2,71.98747389999335,72.48822519999521,0.5007513000018662,72.48822519999521,74.9908124999929,2.5025872999976855,2.0,0.6358884999935981,1,None,None,None,None,None,None
7,2,2-Back,Place,PL_077_P70.1.png,nontarget,2,74.9908124999929,75.49141819999204,0.5006056999991415,75.49141819999204,77.99426639999729,2.5028482000052463,2.0,0.5130031000007875,1,None,None,None,None,None,None
7,2,2-Back,Place,PL_079_P72.1.png,target,1,77.99426639999729,78.49489549999998,0.5006291000026977,78.49489549999998,80.99779619999754,2.5029006999975536,2.0,0.6441869999980554,0,None,None,None,None,None,None
7,2,2-Back,Place,PL_080_O1.1.png,nontarget,2,80.99779619999754,81.49859669999569,0.5008004999981495,81.49859669999569,84.00138790000346,2.5027912000077777,2.0,0.6321568999992451,1,None,None,None,84.00138790000346,99.5052968999953,15.503908999991836
7,3,2-Back,Body,BP_080_BODY_19_BA.png,nontarget,2,102.00533649999124,102.5058757999941,0.5005393000028562,102.5058757999941,105.00888749999284,2.503011699998737,2.0,0.9215932999941288,1,99.5052968999953,102.00533649999124,2.5000395999959437,None,None,None
7,3,2-Back,Body,BP_084_BODY_23_BA.png,nontarget,2,105.00888749999284,105.5094500999985,0.5005626000056651,105.5094500999985,108.0123018000013,2.5028517000027932,2.0,0.6531667999952333,1,None,None,None,None,None,None
7,3,2-Back,Body,BP_080_BODY_19_BA.png,target,1,108.0123018000013,108.51289919999545,0.5005973999941489,108.51289919999545,111.01568850000332,2.5027893000078762,1.0,0.7862888000090607,1,None,None,None,None,None,None
