run,block,block_type,stim_type,stimulus,target,corr_ans,iti_onset,iti_offset,iti_duration,stim_onset,stim_offset,stim_duration,key_resp,key_resp_rt,corr_var,instr_onset,instr_offset,instr_duration,rest_onset,rest_offset,rest_duration
4,1,0-Back,Face,FC_040_F20.png,nontarget,2,35.589010299998336,36.08823150000535,0.499221200007014,36.08823150000535,38.58101349999197,2.4927819999866188,2.0,1.3390758999739774,1,33.12113149999641,35.589010299998336,2.4678788000019267,None,None,None
4,1,0-Back,Face,FC_041_M21.png,nontarget,2,38.58101349999197,39.079808500013314,0.4987950000213459,39.079808500013314,41.5731620999868,2.4933535999734886,2.0,0.501431800017599,1,None,None,None,None,None,None
4,1,0-Back,Face,FC_038_F19.png,nontarget,2,41.5731620999868,42.07215469999937,0.4989926000125706,42.07215469999937,44.5650381000014,2.492883400002029,2.0,0.7412273999652825,1,None,None,None,None,None,None
4,1,0-Back,Face,FC_040_F20.png,nontarget,2,44.5650381000014,45.06391630001599,0.4988782000145875,45.06391630001599,47.55755939998198,2.4936430999659933,1.0,0.9209215000155382,0,None,None,None,None,None,None
4,1,0-Back,Face,FC_039_M20.png,nontarget,2,47.55755939998198,48.05671139998594,0.49915200000396,48.05671139998594,50.54958980000811,2.492878400022164,2.0,0.6832254999899305,1,None,None,None,None,None,None
4,1,0-Back,Face,FC_037_M19.png,target,1,50.54958980000811,51.04846109997016,0.4988712999620546,51.04846109997016,53.54163589997916,2.493174800009001,1.0,1.5975552999880165,1,None,None,None,None,None,None
4,1,0-Back,Face,FC_038_F19.png,nontarget,2,53.54163589997916,54.0405388000072,0.4989029000280354,54.0405388000072,56.53362259996357,2.4930837999563735,2.0,0.9076132000191136,1,None,None,None,None,None,None
4,1,0-Back,Face,FC_042_F21.png,nontarget,2,56.53362259996357,57.03255349997198,0.49893090000841056,57.03255349997198,59.52580579998903,2.4932523000170477,1.0,1.3592521999962628,0,None,None,None,None,None,None
4,1,0-Back,Face,FC_041_M21.png,nontarget,2,59.52580579998903,60.02494550001575,0.49913970002671704,60.02494550001575,62.51824679999845,2.4933012999827042,2.0,0.7176392000401393,1,None,None,None,None,None,None
4,1,0-Back,Face,FC_037_M19.png,target,1,62.51824679999845,63.01722879998852,0.49898199999007176,63.01722879998852,65.56421169999521,2.5469829000066895,1.0,0.818963999976404,1,None,None,None,None,None,None
4,2,2-Back,Body,BP_038_FRBHI_BA.png,nontarget,2,68.03730759996688,68.5361543999752,0.49884680000832304,68.5361543999752,71.02903949999018,2.4928851000149734,2.0,1.614514899963979,1,65.56421169999521,68.03730759996688,2.4730958999716677,None,None,None
4,2,2-Back,Body,BP_040_FRCHS_BA.png,nontarget,2,71.02903949999018,71.52800930000376,0.49896980001358315,71.52800930000376,74.02114460000303,2.493135299999267,2.0,1.4578120000078345,1,None,None,None,None,None,None
4,2,2-Back,Body,BP_038_FRBHI_BA.png,target,1,74.02114460000303,74.52041619998636,0.4992715999833308,74.52041619998636,77.01316179998685,2.4927456000004895,1.0,1.110405699990224,1,None,None,None,None,None,None
4,2,2-Back,Body,BP_043_MLBAS_BA.png,nontarget,2,77.01316179998685,77.51257610000903,0.4994143000221811,77.51257610000903,80.00588529999368,2.493309199984651,2.0,0.8593567000352778,1,None,None,None,None,None,None
4,2,2-Back,Body,BP_041_FRPUI_BA.png,nontarget,2,80.00588529999368,80.50424219999695,0.49835690000327304,80.50424219999695,82.99749779998092,2.493255599983968,2.0,1.003994099970441,1,None,None,None,None,None,None
4,2,2-Back,Body,BP_042_MBBHS_BA.png,nontarget,2,82.99749779998092,83.49694219999947,0.49944440001854673,83.49694219999947,85.98993599996902,2.492993799969554,2.0,0.8996826999937184,1,None,None,None,None,None,None
4,2,2-Back,Body,BP_043_MLBAS_BA.png,nontarget,2,85.98993599996902,86.48891740001272,0.4989814000437036,86.48891740001272,88.98202049999963,2.493103099986911,2.0,1.5688352000433952,1,None,None,None,None,None,None
4,2,2-Back,Body,BP_042_MBBHS_BA.png,target,1,88.98202049999963,89.48091079998994,0.49889029999030754,89.48091079998994,91.9739371999749,2.493026399984956,1.0,2.007219699968118,1,None,None,None,None,None,None
4,2,2-Back,Body,BP_041_FRPUI_BA.png,nontarget,2,91.9739371999749,92.47294209996473,0.4990048999898278,92.47294209996473,94.96636899997247,2.493426900007748,2.0,1.7412598000373691,1,None,None,None,None,None,None
4,2,2-Back,Body,BP_039_FRCHI_BA.png,nontarget,2,94.96636899997247,95.46561740001198,0.4992484000395052,95.46561740001198,97.958694299974,2.49307689996202,2.0,1.5119368000305258,1,None,None,None,97.958694299974,112.97819270001492,15.019498400040916
4,3,0-Back,Tools,TO_037_TOOL37_BA.png,target,1,115.44595969998043,115.94503319996876,0.4990734999883273,115.94503319996876,118.43817149999086,2.493138300022096,1.0,0.7923953999998048,1,112.97819270001492,115.44595969998043,2.4677669999655194,None,None,None
4,3,0-Back,Tools,TO_037_TOOL37_BA.png,target,1,118.43817149999086,118.93742009997368,0.49924859998282045,118.93742009997368,121.43028390000109,2.4928638000274077,1.0,0.6631505000405014,1,None,None,None,None,None,None
4,3,0-Back,Tools,TO_042_TOOL42_BA.png,nontarget,2,121.43028390000109,121.92899330001092,0.49870940000982955,121.92899330001092,124.42209419998107,2.493100899970159,2.0,1.1467348000151103,1,None,None,None,None,None,None
4,3,0-Back,Tools,TO_038_TOOL38_BA.png,nontarget,2,124.42209419998107,124.92143639997812,0.4993421999970451,124.92143639997812,127.4146546999691,2.4932182999909855,2.0,0.5199690000154078,1,None,None,None,None,None,None
