run,block,block_type,stim_type,stimulus,target,corr_ans,iti_onset,iti_offset,iti_duration,stim_onset,stim_offset,stim_duration,key_resp,key_resp_rt,corr_var,instr_onset,instr_offset,instr_duration,rest_onset,rest_offset,rest_duration
7,1,0-Back,Body,BP_078_BODY_17_BA.png,nontarget,2,26.99661659996491,27.495180599973537,0.4985640000086278,27.495180599973537,29.98894119996112,2.4937605999875814,2.0,0.7691562000545673,1,24.52171909995377,26.99661659996491,2.4748975000111386,None,None,None
7,1,0-Back,Body,BP_074_BODY_13_BA.png,target,1,29.98894119996112,30.48791929997969,0.49897810001857223,30.48791929997969,32.98085229995195,2.4929329999722576,1.0,0.787771100003738,1,None,None,None,None,None,None
7,1,0-Back,Body,BP_075_BODY_14_BA.png,nontarget,2,32.98085229995195,33.47981549997348,0.49896320002153516,33.47981549997348,35.97315209999215,2.493336600018665,2.0,0.531674700032454,1,None,None,None,None,None,None
7,1,0-Back,Body,BP_076_BODY_15_BA.png,nontarget,2,35.97315209999215,36.47173299995484,0.4985808999626897,36.47173299995484,38.96492769999895,2.493194700044114,2.0,0.5548396000522189,1,None,None,None,None,None,None
7,1,0-Back,Body,BP_078_BODY_17_BA.png,nontarget,2,38.96492769999895,39.46443279995583,0.49950509995687753,39.46443279995583,41.95752309996169,2.4930903000058606,2.0,0.8689573000301607,1,None,None,None,None,None,None
7,1,0-Back,Body,BP_079_BODY_18_BA.png,nontarget,2,41.95752309996169,42.45614139997633,0.49861830001464114,42.45614139997633,44.9492828999646,2.493141499988269,2.0,0.6709972000098787,1,None,None,None,None,None,None
7,1,0-Back,Body,BP_079_BODY_18_BA.png,nontarget,2,44.9492828999646,45.44806579995202,0.4987828999874182,45.44806579995202,47.9418315999792,2.493765800027184,2.0,0.6168565000407398,1,None,None,None,None,None,None
7,1,0-Back,Body,BP_077_BODY_16_BA.png,nontarget,2,47.9418315999792,48.44038179999916,0.498550200019956,48.44038179999916,50.93358899996383,2.4932071999646723,2.0,0.5894070000504144,1,None,None,None,None,None,None
7,1,0-Back,Body,BP_074_BODY_13_BA.png,target,1,50.93358899996383,51.43278769997414,0.49919870001031086,51.43278769997414,53.926130199979525,2.493342500005383,1.0,0.6293226000270806,1,None,None,None,None,None,None
7,1,0-Back,Body,BP_075_BODY_14_BA.png,nontarget,2,53.926130199979525,54.42485949996626,0.498729299986735,54.42485949996626,56.989215199952014,2.5643556999857537,2.0,0.7901456000399776,1,None,None,None,None,None,None
7,2,2-Back,Place,PL_081_O10.1.png,nontarget,2,59.46141910000006,59.96058359998278,0.49916449998272583,59.96058359998278,62.45335149997845,2.4927678999956697,2.0,2.0347453000140376,1,56.989215199952014,59.46141910000006,2.4722039000480436,None,None,None
7,2,2-Back,Place,PL_081_O10.1.png,nontarget,2,62.45335149997845,62.95292449998669,0.49957300000824034,62.95292449998669,65.44579119997798,2.492866699991282,2.0,0.9544838000438176,1,None,None,None,None,None,None
7,2,2-Back,Place,PL_082_O11.1.png,nontarget,2,65.44579119997798,65.94457919994602,0.49878799996804446,65.94457919994602,68.43787999998312,2.4933008000371046,2.0,1.33742620004341,1,None,None,None,None,None,None
7,2,2-Back,Place,PL_077_P70.1.png,nontarget,2,68.43787999998312,68.93691649998073,0.4990364999976009,68.93691649998073,71.42967199999839,2.4927555000176653,2.0,0.6708639000426047,1,None,None,None,None,None,None
7,2,2-Back,Place,PL_082_O11.1.png,target,1,71.42967199999839,71.92919729999267,0.499525299994275,71.92919729999267,74.42250919999788,2.49331190000521,1.0,1.4938197000301443,1,None,None,None,None,None,None
7,2,2-Back,Place,PL_078_P71.1.png,nontarget,2,74.42250919999788,74.92133240000112,0.498823200003244,74.92133240000112,77.41436919994885,2.493036799947731,2.0,0.9056924000615254,1,None,None,None,None,None,None
7,2,2-Back,Place,PL_079_P72.1.png,nontarget,2,77.41436919994885,77.91318469995167,0.49881550000282004,77.91318469995167,80.40656169998692,2.4933770000352524,2.0,0.7174751000711694,1,None,None,None,None,None,None
7,2,2-Back,Place,PL_077_P70.1.png,nontarget,2,80.40656169998692,80.90557569998782,0.4990140000008978,80.90557569998782,83.39866939996136,2.4930936999735422,1.0,0.3467323000659235,0,None,None,None,None,None,None
7,2,2-Back,Place,PL_079_P72.1.png,target,1,83.39866939996136,83.89781359996414,0.4991442000027746,83.89781359996414,86.39052779995836,2.492714199994225,2.0,0.811424900079146,0,None,None,None,None,None,None
7,2,2-Back,Place,PL_080_O1.1.png,nontarget,2,86.39052779995836,86.88995059998706,0.49942280002869666,86.88995059998706,89.38304879999487,2.4930982000078075,2.0,0.9685917000751942,1,None,None,None,89.38304879999487,104.42674569995144,15.043696899956572
7,3,2-Back,Body,BP_080_BODY_19_BA.png,nontarget,2,106.9036000999622,107.40218319999984,0.49858310003763506,107.40218319999984,109.89580529998057,2.493622099980726,2.0,1.7829515000921674,1,104.42674569995144,106.9036000999622,2.4768544000107653,None,None,None
7,3,2-Back,Body,BP_084_BODY_23_BA.png,nontarget,2,109.89580529998057,110.39451149996604,0.4987061999854774,110.39451149996604,112.88789019995602,2.493378699989975,2.0,2.2385934000485577,1,None,None,None,None,None,None
7,3,2-Back,Body,BP_080_BODY_19_BA.png,target,1,112.88789019995602,113.38706329994602,0.4991730999900028,113.38706329994602,115.87982039997588,2.4927571000298627,1.0,1.976381500076968,1,None,None,None,None,None,None
