cond,Hour,Minute,bottomText,match,corrAns,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trigger_txt.started,trigger_resp.started,trigger_resp.keys,trigger_resp.rt,trigger_resp.duration,instr_txt.started,prepared_resp.started,prepared_resp.keys,prepared_resp.rt,prepared_resp.duration,prep_instr.started,prep_instr.stopped,start_indicator.started,start_indicator.stopped,use_rows,clock_digital.started,direction_txt.started,key_resp.started,clock_digital.stopped,direction_txt.stopped,key_resp.stopped,corr_var,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trial_fixation.started,trial_fixation.stopped,rest_txt.started,rest_txt.stopped,end_txt.started,end_key_resp.started,end_key_resp.keys,end_key_resp.rt,end_key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
2,11,49,右上,0,2,6,0,6,0,0,0,0,3,,,,,,,,,,,392.92310459999135,394.9177496000193,394.9177496000193,395.41985289996956,95,395.41985289996956,395.51594080001814,395.51594080001814,397.90958669997053,397.90958669997053,397.90958669997053,1,2,1,1.1678867999580689,None,397.90958669997053,398.40839649998816,,,,,,,,Sabrina_ZB216,001,2024-02-27_16h34.31.718,clock-master,2023.1.3,60.13149555471856,
1,18,13,右上,1,1,6,0,6,0,0,1,1,7,,,,,,,,,,,,,,,3,398.40839649998816,398.5086386000039,398.5086386000039,400.90214080002625,400.90214080002625,400.90214080002625,1,1,1,0.9631740999757312,None,400.90214080002625,401.40063089999603,,,,,,,,Sabrina_ZB216,001,2024-02-27_16h34.31.718,clock-master,2023.1.3,60.13149555471856,
2,17,34,左上,0,2,6,0,6,0,0,2,2,4,,,,,,,,,,,,,,,83,401.40063089999603,401.5007733000093,401.5007733000093,403.89415800001007,403.89415800001007,403.89415800001007,1,2,1,1.3141414999845438,None,403.89415800001007,404.3926759000169,,,,,,,,Sabrina_ZB216,001,2024-02-27_16h34.31.718,clock-master,2023.1.3,60.13149555471856,
1,18,26,右下,1,1,6,0,6,0,0,3,3,5,,,,,,,,,,,,,,,52,404.3926759000169,404.49282639997546,404.49282639997546,406.88607539999066,406.88607539999066,406.88607539999066,1,1,1,2.193264800007455,None,406.88607539999066,407.3850284999935,,,,,,,,Sabrina_ZB216,001,2024-02-27_16h34.31.718,clock-master,2023.1.3,60.13149555471856,
1,8,37,左下,1,1,6,0,6,0,0,4,4,1,,,,,,,,,,,,,,,91,407.3850284999935,407.48474230000284,407.48474230000284,409.87844709999627,409.87844709999627,409.87844709999627,0,None,0,,,409.87844709999627,410.37699000001885,,,,,,,,Sabrina_ZB216,001,2024-02-27_16h34.31.718,clock-master,2023.1.3,60.13149555471856,
1,16,36,左下,1,1,6,0,6,0,0,5,5,6,,,,,,,,,,,,,,,46,410.37699000001885,410.4770533000119,410.4770533000119,412.87073039996903,412.87073039996903,412.87073039996903,1,1,1,1.4315721999737434,None,412.87073039996903,413.3695122000063,,,,,,,,Sabrina_ZB216,001,2024-02-27_16h34.31.718,clock-master,2023.1.3,60.13149555471856,
2,13,32,左上,0,2,6,0,6,0,0,6,6,2,,,,,,,,,,,,,,,43,413.3695122000063,413.4691885000211,413.4691885000211,415.86293160001514,415.86293160001514,415.86293160001514,1,2,1,1.6919649000046775,None,415.86293160001514,416.3614032000187,,,,,,,,Sabrina_ZB216,001,2024-02-27_16h34.31.718,clock-master,2023.1.3,60.13149555471856,
2,19,55,右下,0,2,6,0,6,0,0,7,7,0,,,,,,,,,,,,,,,45,416.3614032000187,416.46143460000167,416.46143460000167,418.8549428000115,418.8549428000115,418.8549428000115,1,2,1,1.2909978000097908,None,418.8549428000115,419.3535786999855,,,,,,,,Sabrina_ZB216,001,2024-02-27_16h34.31.718,clock-master,2023.1.3,60.13149555471856,
2,13,56,右下,0,2,6,0,6,0,0,8,8,9,,,,,,,,,,,,,,,22,419.3535786999855,419.4535483000218,419.4535483000218,421.8470896999934,421.8470896999934,421.8470896999934,1,2,1,1.5873447000049055,None,421.8470896999934,422.34556220000377,,,,,,,,Sabrina_ZB216,001,2024-02-27_16h34.31.718,clock-master,2023.1.3,60.13149555471856,
1,18,25,右下,1,1,6,0,6,0,0,9,9,8,,,,,,,,,,,,,,,60,422.34556220000377,422.4453807999962,422.4453807999962,424.83947569999145,424.83947569999145,424.83947569999145,1,1,1,1.4458661999669857,None,,,,,,,,,,Sabrina_ZB216,001,2024-02-27_16h34.31.718,clock-master,2023.1.3,60.13149555471856,
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.83947569999145,454.79423900000984,,,,,,Sabrina_ZB216,001,2024-02-27_16h34.31.718,clock-master,2023.1.3,60.13149555471856,
2,17,29,左下,0,2,7,0,7,0,0,0,0,5,,,,,,,,,,,454.79423900000984,456.7884355999995,456.7884355999995,457.292191000015,20,457.292191000015,457.3872814999777,457.3872814999777,459.7809315000195,459.7809315000195,459.7809315000195,1,2,1,1.8500613000360318,None,459.7809315000195,460.279617000022,,,,,,,,Sabrina_ZB216,001,2024-02-27_16h34.31.718,clock-master,2023.1.3,60.13149555471856,
1,16,23,右下,1,1,7,0,7,0,0,1,1,4,,,,,,,,,,,,,,,61,460.279617000022,460.37932710000314,460.37932710000314,462.77306709997356,462.77306709997356,462.77306709997356,1,1,1,1.3291841999744065,None,462.77306709997356,463.271650700015,,,,,,,,Sabrina_ZB216,001,2024-02-27_16h34.31.718,clock-master,2023.1.3,60.13149555471856,
1,16,47,左上,1,1,7,0,7,0,0,2,2,0,,,,,,,,,,,,,,,5,463.271650700015,463.3715085000149,463.3715085000149,465.76518549997127,465.76518549997127,465.76518549997127,1,1,1,1.7497503000195138,None,465.76518549997127,466.26369859999977,,,,,,,,Sabrina_ZB216,001,2024-02-27_16h34.31.718,clock-master,2023.1.3,60.13149555471856,
1,10,29,右下,1,1,7,0,7,0,0,3,3,7,,,,,,,,,,,,,,,37,466.26369859999977,466.3637646000134,466.3637646000134,468.7571628000005,468.7571628000005,468.7571628000005,1,1,1,1.713228800042998,None,468.7571628000005,469.2559655000223,,,,,,,,Sabrina_ZB216,001,2024-02-27_16h34.31.718,clock-master,2023.1.3,60.13149555471856,
1,14,14,右上,1,1,7,0,7,0,0,4,4,3,,,,,,,,,,,,,,,18,469.2559655000223,469.3559693999705,469.3559693999705,471.7492494999897,471.7492494999897,471.7492494999897,1,1,1,1.8090025000274181,None,471.7492494999897,472.2482210000162,,,,,,,,Sabrina_ZB216,001,2024-02-27_16h34.31.718,clock-master,2023.1.3,60.13149555471856,
1,8,25,右下,1,1,7,0,7,0,0,5,5,2,,,,,,,,,,,,,,,66,472.2482210000162,472.3472915000166,472.3472915000166,474.7418291000067,474.7418291000067,474.7418291000067,1,1,1,1.739712500013411,None,474.7418291000067,475.2404790999717,,,,,,,,Sabrina_ZB216,001,2024-02-27_16h34.31.718,clock-master,2023.1.3,60.13149555471856,
2,13,31,左上,0,2,7,0,7,0,0,6,6,6,,,,,,,,,,,,,,,59,475.2404790999717,475.3400726999971,475.3400726999971,477.733827500022,477.733827500022,477.733827500022,0,None,0,,,477.733827500022,478.2322449000203,,,,,,,,Sabrina_ZB216,001,2024-02-27_16h34.31.718,clock-master,2023.1.3,60.13149555471856,
2,15,51,左下,0,2,7,0,7,0,0,7,7,8,,,,,,,,,,,,,,,35,478.2322449000203,478.33235939999577,478.33235939999577,480.7259679000126,480.7259679000126,480.7259679000126,1,2,1,1.8872142999898642,None,480.7259679000126,481.224335899984,,,,,,,,Sabrina_ZB216,001,2024-02-27_16h34.31.718,clock-master,2023.1.3,60.13149555471856,
2,15,9,右下,0,2,7,0,7,0,0,8,8,1,,,,,,,,,,,,,,,64,481.224335899984,481.3241751000169,481.3241751000169,483.71784689999186,483.71784689999186,483.71784689999186,1,2,1,1.4685003000195138,None,483.71784689999186,484.21645060001174,,,,,,,,Sabrina_ZB216,001,2024-02-27_16h34.31.718,clock-master,2023.1.3,60.13149555471856,
2,17,12,左上,0,2,7,0,7,0,0,9,9,9,,,,,,,,,,,,,,,89,484.21645060001174,484.3166167999734,484.3166167999734,486.7102672000183,486.7102672000183,486.7102672000183,1,2,1,1.440317300031893,None,,,,,,,,,,Sabrina_ZB216,001,2024-02-27_16h34.31.718,clock-master,2023.1.3,60.13149555471856,
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.7102672000183,516.6649844999774,,,,,,Sabrina_ZB216,001,2024-02-27_16h34.31.718,clock-master,2023.1.3,60.13149555471856,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.6649844999774,516.6649844999774,q,16.31910630001221,None,Sabrina_ZB216,001,2024-02-27_16h34.31.718,clock-master,2023.1.3,60.13149555471856,
