run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trigger_txt.started,trigger_resp.started,trigger_resp.keys,trigger_resp.rt,trigger_resp.duration,run_no,instr_txt.started,prepared_resp.started,instr_txt.stopped,prepared_resp.stopped,prep_instr_0_1.started,target_0_1.started,prep_instr_0_1.stopped,target_0_1.stopped,trial_fixation_0_1.started,trial_fixation_0_1.stopped,image_0_1.started,key_resp_0_1.started,key_resp_0_1.stopped,trial_fixation_0_2.started,trial_fixation_0_2.stopped,image_0_2.started,key_resp_0_2.started,image_0_1.stopped,image_0_2.stopped,key_resp_0_2.stopped,trial_fixation_0_3.started,trial_fixation_0_3.stopped,image_0_3.started,key_resp_0_3.started,image_0_3.stopped,key_resp_0_3.stopped,trial_fixation_0_4.started,trial_fixation_0_4.stopped,image_0_4.started,key_resp_0_4.started,image_0_4.stopped,key_resp_0_4.stopped,trial_fixation_0_5.started,trial_fixation_0_5.stopped,image_0_5.started,key_resp_0_5.started,image_0_5.stopped,key_resp_0_5.stopped,trial_fixation_0_6.started,trial_fixation_0_6.stopped,image_0_6.started,key_resp_0_6.started,image_0_6.stopped,key_resp_0_6.stopped,trial_fixation_0_7.started,trial_fixation_0_7.stopped,image_0_7.started,key_resp_0_7.started,image_0_7.stopped,key_resp_0_7.stopped,trial_fixation_0_8.started,trial_fixation_0_8.stopped,image_0_8.started,key_resp_0_8.started,image_0_8.stopped,key_resp_0_8.stopped,trial_fixation_0_9.started,trial_fixation_0_9.stopped,image_0_9.started,key_resp_0_9.started,image_0_9.stopped,key_resp_0_9.stopped,trial_fixation_0_10.started,trial_fixation_0_10.stopped,image_0_10.started,key_resp_0_10.started,image_0_10.stopped,key_resp_0_10.stopped,prep_instr_0_2.started,target_0_2.started,prep_instr_0_2.stopped,target_0_2.stopped,trial_fixation_3_1.started,trial_fixation_3_1.stopped,image_3_1.started,key_resp_3_1.started,image_3_1.stopped,key_resp_3_1.stopped,trial_fixation_3_2.started,trial_fixation_3_2.stopped,image_3_2.started,key_resp_3_2.started,image_3_2.stopped,key_resp_3_2.stopped,trial_fixation_3_3.started,trial_fixation_3_3.stopped,image_3_3.started,key_resp_3_3.started,image_3_3.stopped,key_resp_3_3.stopped,trial_fixation_3_4.started,trial_fixation_3_4.stopped,image_3_4.started,key_resp_3_4.started,image_3_4.stopped,key_resp_3_4.stopped,trial_fixation_3_5.started,trial_fixation_3_5.stopped,image_3_5.started,key_resp_3_5.started,image_3_5.stopped,key_resp_3_5.stopped,trial_fixation_3_6.started,trial_fixation_3_6.stopped,image_3_6.started,key_resp_3_6.started,image_3_6.stopped,key_resp_3_6.stopped,trial_fixation_3_7.started,trial_fixation_3_7.stopped,image_3_7.started,key_resp_3_7.started,image_3_7.stopped,key_resp_3_7.stopped,trial_fixation_3_8.started,trial_fixation_3_8.stopped,image_3_8.started,key_resp_3_8.started,image_3_8.stopped,key_resp_3_8.stopped,trial_fixation_3_9.started,trial_fixation_3_9.stopped,image_3_9.started,key_resp_3_9.started,image_3_9.stopped,key_resp_3_9.stopped,trial_fixation_3_10.started,trial_fixation_3_10.stopped,image_3_10.started,key_resp_3_10.started,image_3_10.stopped,key_resp_3_10.stopped,prepared_resp.keys,prepared_resp.rt,prepared_resp.duration,key_resp_0_1.keys,key_resp_0_2.keys,key_resp_0_3.keys,key_resp_0_4.keys,key_resp_0_5.keys,key_resp_0_6.keys,key_resp_0_7.keys,key_resp_0_8.keys,key_resp_0_9.keys,key_resp_0_10.keys,key_resp_3_1.keys,key_resp_3_2.keys,key_resp_3_3.keys,key_resp_3_4.keys,key_resp_3_5.keys,key_resp_3_6.keys,key_resp_3_7.keys,key_resp_3_8.keys,key_resp_3_9.keys,key_resp_3_10.keys,rest_txt_1.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,68.43790010000521,68.43790010000521,s,1.7766161000035936,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560287,001,2024-02-21_18h15.24.184,nback-master-final,2023.1.3,59.94334155305017,
,,,,,,,,,7,70.31733540000278,70.31733540000278,70.80200540000806,70.80200540000806,70.80200540000806,70.80200540000806,73.30483540000569,73.30483540000569,73.30483540000569,73.80537460000778,73.80537460000778,73.80537460000778,73.80537460000778,73.80537460000778,74.30627680000907,74.30627680000907,74.30627680000907,76.30832250000094,76.8088265999977,76.8088265999977,76.8088265999977,77.3094046000042,77.3094046000042,77.3094046000042,79.81227199999557,79.81227199999557,79.81227199999557,80.31291190000775,80.31291190000775,80.31291190000775,82.8157302000036,82.8157302000036,82.8157302000036,83.31675379999797,83.31675379999797,83.31675379999797,85.81946400000015,85.81946400000015,85.81946400000015,86.31960970000364,86.31960970000364,86.31960970000364,88.82263439999952,88.82263439999952,88.82263439999952,89.32316699999501,89.32316699999501,89.32316699999501,91.82609420000517,91.82609420000517,91.82609420000517,92.32698490000621,92.32698490000621,92.32698490000621,94.82934140000725,94.82934140000725,94.82934140000725,95.33007520000683,95.33007520000683,95.33007520000683,97.832997599995,97.832997599995,97.832997599995,98.3335536000086,98.3335536000086,98.3335536000086,100.83693469999707,100.83693469999707,100.83693469999707,100.83693469999707,103.33974260000105,103.33974260000105,103.33974260000105,103.84034670000256,103.84034670000256,103.84034670000256,106.34310990000085,106.34310990000085,106.34310990000085,106.84370219999983,106.84370219999983,106.84370219999983,109.34637709999515,109.34637709999515,109.34637709999515,109.84699489999912,109.84699489999912,109.84699489999912,112.34989500000665,112.34989500000665,112.34989500000665,112.85034509999969,112.85034509999969,112.85034509999969,115.35316640000383,115.35316640000383,115.35316640000383,115.85379660000035,115.85379660000035,115.85379660000035,118.35671680000087,118.35671680000087,118.35671680000087,118.85728910000762,118.85728910000762,118.85728910000762,121.36020629999985,121.36020629999985,121.36020629999985,121.8607961999951,121.8607961999951,121.8607961999951,124.36367469999823,124.36367469999823,124.36367469999823,124.86431350000203,124.86431350000203,124.86431350000203,127.36717530000897,127.36717530000897,127.36717530000897,127.86765580000065,127.86765580000065,127.86765580000065,130.37054859999625,130.37054859999625,130.37054859999625,130.8711345000047,130.8711345000047,130.8711345000047,,,1,0.3925338999979431,None,,,,,,,,,,,,,,,,,,,,,,560287,001,2024-02-21_18h15.24.184,nback-master-final,2023.1.3,59.94334155305017,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,560287,001,2024-02-21_18h15.24.184,nback-master-final,2023.1.3,59.94334155305017,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,560287,001,2024-02-21_18h15.24.184,nback-master-final,2023.1.3,59.94334155305017,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,560287,001,2024-02-21_18h15.24.184,nback-master-final,2023.1.3,59.94334155305017,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,560287,001,2024-02-21_18h15.24.184,nback-master-final,2023.1.3,59.94334155305017,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,560287,001,2024-02-21_18h15.24.184,nback-master-final,2023.1.3,59.94334155305017,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,560287,001,2024-02-21_18h15.24.184,nback-master-final,2023.1.3,59.94334155305017,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,560287,001,2024-02-21_18h15.24.184,nback-master-final,2023.1.3,59.94334155305017,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,560287,001,2024-02-21_18h15.24.184,nback-master-final,2023.1.3,59.94334155305017,
