run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trigger_txt.started,trigger_resp.started,trigger_resp.keys,trigger_resp.rt,trigger_resp.duration,run_no,instr_txt.started,prepared_resp.started,instr_txt.stopped,prepared_resp.stopped,prep_instr_0_1.started,target_0_1.started,prep_instr_0_1.stopped,target_0_1.stopped,trial_fixation_0_1.started,trial_fixation_0_1.stopped,image_0_1.started,key_resp_0_1.started,key_resp_0_1.stopped,trial_fixation_0_2.started,trial_fixation_0_2.stopped,image_0_2.started,key_resp_0_2.started,image_0_1.stopped,image_0_2.stopped,key_resp_0_2.stopped,trial_fixation_0_3.started,trial_fixation_0_3.stopped,image_0_3.started,key_resp_0_3.started,image_0_3.stopped,key_resp_0_3.stopped,trial_fixation_0_4.started,trial_fixation_0_4.stopped,image_0_4.started,key_resp_0_4.started,image_0_4.stopped,key_resp_0_4.stopped,trial_fixation_0_5.started,trial_fixation_0_5.stopped,image_0_5.started,key_resp_0_5.started,image_0_5.stopped,key_resp_0_5.stopped,trial_fixation_0_6.started,trial_fixation_0_6.stopped,image_0_6.started,key_resp_0_6.started,image_0_6.stopped,key_resp_0_6.stopped,trial_fixation_0_7.started,trial_fixation_0_7.stopped,image_0_7.started,key_resp_0_7.started,image_0_7.stopped,key_resp_0_7.stopped,trial_fixation_0_8.started,trial_fixation_0_8.stopped,image_0_8.started,key_resp_0_8.started,image_0_8.stopped,key_resp_0_8.stopped,trial_fixation_0_9.started,trial_fixation_0_9.stopped,image_0_9.started,key_resp_0_9.started,image_0_9.stopped,key_resp_0_9.stopped,trial_fixation_0_10.started,trial_fixation_0_10.stopped,image_0_10.started,key_resp_0_10.started,image_0_10.stopped,key_resp_0_10.stopped,prep_instr_0_2.started,target_0_2.started,prep_instr_0_2.stopped,target_0_2.stopped,trial_fixation_3_1.started,trial_fixation_3_1.stopped,image_3_1.started,key_resp_3_1.started,image_3_1.stopped,key_resp_3_1.stopped,trial_fixation_3_2.started,trial_fixation_3_2.stopped,image_3_2.started,key_resp_3_2.started,image_3_2.stopped,key_resp_3_2.stopped,trial_fixation_3_3.started,trial_fixation_3_3.stopped,image_3_3.started,key_resp_3_3.started,image_3_3.stopped,key_resp_3_3.stopped,trial_fixation_3_4.started,trial_fixation_3_4.stopped,image_3_4.started,key_resp_3_4.started,image_3_4.stopped,key_resp_3_4.stopped,trial_fixation_3_5.started,trial_fixation_3_5.stopped,image_3_5.started,key_resp_3_5.started,image_3_5.stopped,key_resp_3_5.stopped,trial_fixation_3_6.started,trial_fixation_3_6.stopped,image_3_6.started,key_resp_3_6.started,image_3_6.stopped,key_resp_3_6.stopped,trial_fixation_3_7.started,trial_fixation_3_7.stopped,image_3_7.started,key_resp_3_7.started,image_3_7.stopped,key_resp_3_7.stopped,trial_fixation_3_8.started,trial_fixation_3_8.stopped,image_3_8.started,key_resp_3_8.started,image_3_8.stopped,key_resp_3_8.stopped,trial_fixation_3_9.started,trial_fixation_3_9.stopped,image_3_9.started,key_resp_3_9.started,image_3_9.stopped,key_resp_3_9.stopped,trial_fixation_3_10.started,trial_fixation_3_10.stopped,image_3_10.started,key_resp_3_10.started,image_3_10.stopped,key_resp_3_10.stopped,prepared_resp.keys,prepared_resp.rt,prepared_resp.duration,key_resp_0_1.keys,key_resp_0_2.keys,key_resp_0_3.keys,key_resp_0_4.keys,key_resp_0_5.keys,key_resp_0_6.keys,key_resp_0_7.keys,key_resp_0_8.keys,key_resp_0_9.keys,key_resp_0_10.keys,key_resp_3_1.keys,key_resp_3_2.keys,key_resp_3_3.keys,key_resp_3_4.keys,key_resp_3_5.keys,key_resp_3_6.keys,key_resp_3_7.keys,key_resp_3_8.keys,key_resp_3_9.keys,key_resp_3_10.keys,participant,session,date,expName,psychopyVersion,frameRate,
,,,,26.12123459999566,26.12123459999566,s,1.3694678000174463,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,015209,001,2024-02-21_18h05.40.594,nback-master-final,2023.1.3,59.91827147445474,
,,,,,,,,,1,27.608248799995636,27.608248799995636,29.107290599989938,29.107290599989938,29.107290599989938,29.107290599989938,31.61023489999934,31.61023489999934,31.61023489999934,32.11064049998822,32.11064049998822,32.11064049998822,32.11064049998822,32.11064049998822,32.61121359998651,32.61121359998651,32.61121359998651,34.61365129999467,35.114231899991864,35.114231899991864,35.114231899991864,35.61473699999624,35.61473699999624,35.61473699999624,38.117697800000315,38.117697800000315,38.117697800000315,38.61846779999905,38.61846779999905,38.61846779999905,41.121192799997516,41.121192799997516,41.121192799997516,41.62165709999681,41.62165709999681,41.62165709999681,44.12474119999388,44.12474119999388,44.12474119999388,44.62529799999902,44.62529799999902,44.62529799999902,47.12803849999909,47.12803849999909,47.12803849999909,47.629084599990165,47.629084599990165,47.629084599990165,50.13146629999392,50.13146629999392,50.13146629999392,50.63209369999822,50.63209369999822,50.63209369999822,53.134947599988664,53.134947599988664,53.134947599988664,53.63544559999718,53.63544559999718,53.63544559999718,56.138331399997696,56.138331399997696,56.138331399997696,56.638932499990915,56.638932499990915,56.638932499990915,59.14175959999557,59.14175959999557,59.14175959999557,59.14175959999557,61.6446825999883,61.6446825999883,61.6446825999883,62.14514049999707,62.14514049999707,62.14514049999707,64.64804179999919,64.64804179999919,64.64804179999919,65.14867709999089,65.14867709999089,65.14867709999089,67.65163329998904,67.65163329998904,67.65163329998904,68.15217149999808,68.15217149999808,68.15217149999808,70.65493619999324,70.65493619999324,70.65493619999324,71.1555626999907,71.1555626999907,71.1555626999907,73.65865629998734,73.65865629998734,73.65865629998734,74.15912919999391,74.15912919999391,74.15912919999391,76.66190490000008,76.66190490000008,76.66190490000008,77.16253409998899,77.16253409998899,77.16253409998899,79.66539639999974,79.66539639999974,79.66539639999974,80.16601449999143,80.16601449999143,80.16601449999143,82.66908119998698,82.66908119998698,82.66908119998698,83.16968179999094,83.16968179999094,83.16968179999094,85.67251319999923,85.67251319999923,85.67251319999923,86.17306479999388,86.17306479999388,86.17306479999388,88.67591739998898,88.67591739998898,88.67591739998898,89.1763418999908,89.1763418999908,89.1763418999908,,,1,1.4178566000045976,None,,,,,,,,,,,,,,,,,,,,,015209,001,2024-02-21_18h05.40.594,nback-master-final,2023.1.3,59.91827147445474,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,015209,001,2024-02-21_18h05.40.594,nback-master-final,2023.1.3,59.91827147445474,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,015209,001,2024-02-21_18h05.40.594,nback-master-final,2023.1.3,59.91827147445474,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,015209,001,2024-02-21_18h05.40.594,nback-master-final,2023.1.3,59.91827147445474,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,015209,001,2024-02-21_18h05.40.594,nback-master-final,2023.1.3,59.91827147445474,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,015209,001,2024-02-21_18h05.40.594,nback-master-final,2023.1.3,59.91827147445474,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,015209,001,2024-02-21_18h05.40.594,nback-master-final,2023.1.3,59.91827147445474,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,015209,001,2024-02-21_18h05.40.594,nback-master-final,2023.1.3,59.91827147445474,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,015209,001,2024-02-21_18h05.40.594,nback-master-final,2023.1.3,59.91827147445474,
