trigger_txt.started,trigger_resp.started,trigger_resp.keys,trigger_resp.rt,trigger_resp.duration,run_no,instr_txt.started,prepared_resp.started,instr_txt.stopped,prepared_resp.stopped,prep_instr_0_1.started,target_0_1.started,prep_instr_0_1.stopped,target_0_1.stopped,trial_fixation_0_1.started,trial_fixation_0_1.stopped,image_0_1.started,key_resp_0_1.started,key_resp_0_1.stopped,trial_fixation_0_2.started,trial_fixation_0_2.stopped,image_0_2.started,key_resp_0_2.started,image_0_1.stopped,image_0_2.stopped,key_resp_0_2.stopped,trial_fixation_0_3.started,trial_fixation_0_3.stopped,image_0_3.started,key_resp_0_3.started,participant,session,date,expName,psychopyVersion,frameRate,
35.12133510000422,35.12133510000422,s,3.768236700008856,None,,,,,,,,,,,,,,,,,,,,,,,,,,fuck,001,2024-02-21_18h22.59.513,nback-master-final,2023.1.3,59.929115842725984,
,,,,,4,38.99333840000327,38.99333840000327,39.502747800012,39.502747800012,39.502747800012,39.502747800012,42.0056026000093,42.0056026000093,42.0056026000093,42.50615340001241,42.50615340001241,42.50615340001241,42.50615340001241,42.50615340001241,43.00672810000833,43.00672810000833,43.00672810000833,45.008981700011645,45.509600600009435,45.509600600009435,45.509600600009435,46.01026150000689,46.01026150000689,46.01026150000689,,,,,,,
