trigger_txt.started,trigger_resp.started,trigger_resp.keys,trigger_resp.rt,trigger_resp.duration,run_no,instr_txt.started,prepared_resp.started,instr_txt.stopped,prepared_resp.stopped,prep_instr_0_1.started,target_0_1.started,prep_instr_0_1.stopped,target_0_1.stopped,trial_fixation_0_1.started,trial_fixation_0_1.stopped,image_0_1.started,key_resp_0_1.started,key_resp_0_1.stopped,trial_fixation_0_2.started,trial_fixation_0_2.stopped,image_0_2.started,key_resp_0_2.started,image_0_1.stopped,image_0_2.stopped,key_resp_0_2.stopped,trial_fixation_0_3.started,trial_fixation_0_3.stopped,image_0_3.started,key_resp_0_3.started,image_0_3.stopped,key_resp_0_3.stopped,trial_fixation_0_4.started,participant,session,date,expName,psychopyVersion,frameRate,
21.288421099990956,21.288421099990956,s,1.9582089000177803,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509342,001,2024-02-21_18h12.35.777,nback-master-final,2023.1.3,59.93831149282657,
,,,,,7,23.360079799997038,23.360079799997038,24.623049399990123,24.623049399990123,24.623049399990123,24.623049399990123,27.12582219998876,27.12582219998876,27.12582219998876,27.626477799989516,27.626477799989516,27.626477799989516,27.626477799989516,27.626477799989516,28.12710659998993,28.12710659998993,28.12710659998993,30.129515799999353,30.62995229999069,30.62995229999069,30.62995229999069,31.130529199988814,31.130529199988814,31.130529199988814,33.63343370000075,33.63343370000075,33.63343370000075,,,,,,,
