trigger_txt.started,trigger_resp.started,trigger_resp.keys,trigger_resp.rt,trigger_resp.duration,instr_txt.started,prepared_resp.started,instr_txt.stopped,prepared_resp.stopped,text.started,participant,session,date,expName,psychopyVersion,frameRate,
11.66158890000952,11.66158890000952,s,0.3481670000037411,None,,,,,,309613,001,2024-02-21_16h49.00.998,nback-master-final,2023.1.3,59.91697903643267,
,,,,,12.030563400010578,12.030563400010578,12.631202700009453,16.485758700000588,17.052933900005883,,,,,,,
