run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trigger_txt.started,trigger_resp.started,trigger_resp.keys,trigger_resp.rt,trigger_resp.duration,instr_txt.started,prepared_resp.started,instr_txt.stopped,prepared_resp.stopped,text.started,text.stopped,prepared_resp.keys,prepared_resp.rt,prepared_resp.duration,run_no,prep_instr_1.started,target_1.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,12.08570929999405,12.08570929999405,s,0.3584889999910956,None,,,,,,,,,,,,,090204,001,2024-02-21_16h51.20.086,nback-master-final,2023.1.3,59.91224054788582,
,,,,,,,,,12.4686098999955,12.4686098999955,13.019212100000004,13.019212100000004,13.019212100000004,15.080971100003808,1,0.4471514000033494,None,,,,090204,001,2024-02-21_16h51.20.086,nback-master-final,2023.1.3,59.91224054788582,
,,,,,,,,,,,,,,,,,,4,15.080971100003808,15.080971100003808,,,,,,,
