trigger_txt.started,trigger_resp.started,trigger_resp.keys,trigger_resp.rt,trigger_resp.duration,run_no,participant,session,date,expName,psychopyVersion,frameRate,
14.164503100008005,14.164503100008005,s,8.264872999992804,None,,205646,001,2024-02-21_18h03.28.875,nback-master-final,2023.1.3,59.5090031210783,
,,,,,2,,,,,,,
