trigger_txt.started,trigger_resp.started,trigger_resp.keys,trigger_resp.rt,trigger_resp.duration,run_no,instr_txt.started,prepared_resp.started,instr_txt.stopped,prepared_resp.stopped,prep_instr_0_1.started,target_0_1.started,prep_instr_0_1.stopped,target_0_1.stopped,trial_fixation_0_1.started,trial_fixation_0_1.stopped,image_0_1.started,key_resp_0_1.started,key_resp_0_1.stopped,trial_fixation_0_2.started,trial_fixation_0_2.stopped,image_0_2.started,key_resp_0_2.started,image_0_1.stopped,image_0_2.stopped,key_resp_0_2.stopped,trial_fixation_0_3.started,trial_fixation_0_3.stopped,image_0_3.started,key_resp_0_3.started,image_0_3.stopped,key_resp_0_3.stopped,trial_fixation_0_4.started,trial_fixation_0_4.stopped,image_0_4.started,key_resp_0_4.started,participant,session,date,expName,psychopyVersion,frameRate,
13.144241200003307,13.144241200003307,s,0.37593599999672733,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389758,001,2024-02-21_18h07.42.305,nback-master-final,2023.1.3,59.73312434545097,
,,,,,3,13.699632699994254,13.699632699994254,14.537027500002296,14.537027500002296,14.537027500002296,14.537027500002296,17.039750600000843,17.039750600000843,17.039750600000843,17.540403199993307,17.540403199993307,17.540403199993307,17.540403199993307,17.540403199993307,18.040941700004623,18.040941700004623,18.040941700004623,20.043240300001344,20.5437047000014,20.5437047000014,20.5437047000014,21.04422219999833,21.04422219999833,21.04422219999833,23.547167900003842,23.547167900003842,23.547167900003842,24.047779000000446,24.047779000000446,24.047779000000446,,,,,,,
