trigger_txt.started,trigger_resp.started,trigger_resp.keys,trigger_resp.rt,trigger_resp.duration,instr_txt.started,prepared_resp.started,participant,session,date,expName,psychopyVersion,frameRate,
11.457713099996909,11.457713099996909,s,0.394760099996347,None,,,183651,001,2024-02-21_16h40.14.310,nback-master-final,2023.1.3,59.934431731292776,
,,,,,11.881386699998984,11.881386699998984,,,,,,,
