trigger_txt.started,trigger_resp.started,trigger_resp.keys,trigger_resp.rt,trigger_resp.duration,run_no,instr_txt.started,prepared_resp.started,instr_txt.stopped,prepared_resp.stopped,prep_instr_0_1.started,target_0_1.started,prep_instr_0_1.stopped,target_0_1.stopped,trial_fixation_0_1.started,trial_fixation_0_1.stopped,image_0_1.started,key_resp_0_1.started,key_resp_0_1.stopped,trial_fixation_0_2.started,trial_fixation_0_2.stopped,image_0_2.started,key_resp_0_2.started,image_0_1.stopped,image_0_2.stopped,key_resp_0_2.stopped,trial_fixation_0_3.started,trial_fixation_0_3.stopped,image_0_3.started,key_resp_0_3.started,participant,session,date,expName,psychopyVersion,frameRate,
20.18158579998999,20.18158579998999,s,0.04152980000071693,None,,,,,,,,,,,,,,,,,,,,,,,,,,170901,001,2024-02-21_18h13.42.585,nback-master-final,2023.1.3,59.92846938019668,
,,,,,6,20.369709699996747,20.369709699996747,21.137303299998166,21.137303299998166,21.137303299998166,21.137303299998166,23.639960799991968,23.639960799991968,23.639960799991968,24.14049449999584,24.14049449999584,24.14049449999584,24.14049449999584,24.14049449999584,24.641161799998372,24.641161799998372,24.641161799998372,26.643415499987896,27.1439027999877,27.1439027999877,27.1439027999877,27.64454759999353,27.64454759999353,27.64454759999353,,,,,,,
