trigger_txt.started,trigger_resp.started,trigger_resp.keys,trigger_resp.rt,trigger_resp.duration,instr_txt.started,prepared_resp.started,participant,session,date,expName,psychopyVersion,frameRate,
11.478330700003426,11.478330700003426,s,0.48297919999458827,None,,,161220,001,2024-02-21_16h44.28.198,nback-master-final,2023.1.3,59.92983415136382,
