run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trigger_txt.started,trigger_txt.stopped,trigger_resp.keys,trigger_resp.rt,trigger_resp.started,trigger_resp.stopped,instr_txt.started,instr_txt.stopped,prepared_resp.keys,prepared_resp.rt,prepared_resp.started,prepared_resp.stopped,run_no,prep_instr_1.started,prep_instr_1.stopped,target_1.started,target_1.stopped,trial_fixation_1_1.started,trial_fixation_1_1.stopped,image_1_1.started,image_1_1.stopped,key_resp_1_1.keys,key_resp_1_1.started,key_resp_1_1.stopped,trial_fixation_1_2.started,trial_fixation_1_2.stopped,image_1_2.started,image_1_2.stopped,key_resp_1_2.keys,key_resp_1_2.rt,key_resp_1_2.started,key_resp_1_2.stopped,trial_fixation_1_3.started,trial_fixation_1_3.stopped,image_1_3.started,image_1_3.stopped,key_resp_1_3.keys,key_resp_1_3.rt,key_resp_1_3.started,key_resp_1_3.stopped,trial_fixation_1_4.started,trial_fixation_1_4.stopped,image_1_4.started,image_1_4.stopped,key_resp_1_4.keys,key_resp_1_4.rt,key_resp_1_4.started,key_resp_1_4.stopped,trial_fixation_1_5.started,trial_fixation_1_5.stopped,image_1_5.started,image_1_5.stopped,key_resp_1_5.keys,key_resp_1_5.rt,key_resp_1_5.started,key_resp_1_5.stopped,trial_fixation_1_6.started,trial_fixation_1_6.stopped,image_1_6.started,image_1_6.stopped,key_resp_1_6.keys,key_resp_1_6.rt,key_resp_1_6.started,key_resp_1_6.stopped,trial_fixation_1_7.started,trial_fixation_1_7.stopped,image_1_7.started,image_1_7.stopped,key_resp_1_7.keys,key_resp_1_7.rt,key_resp_1_7.started,key_resp_1_7.stopped,trial_fixation_1_8.started,trial_fixation_1_8.stopped,image_1_8.started,image_1_8.stopped,key_resp_1_8.keys,key_resp_1_8.rt,key_resp_1_8.started,key_resp_1_8.stopped,trial_fixation_1_9.started,trial_fixation_1_9.stopped,image_1_9.started,image_1_9.stopped,key_resp_1_9.keys,key_resp_1_9.rt,key_resp_1_9.started,key_resp_1_9.stopped,trial_fixation_1_10.started,trial_fixation_1_10.stopped,image_1_10.started,image_1_10.stopped,key_resp_1_10.keys,key_resp_1_10.rt,key_resp_1_10.started,key_resp_1_10.stopped,prep_instr_2.started,prep_instr_2.stopped,target_2.started,target_2.stopped,trial_fixation_2_1.started,trial_fixation_2_1.stopped,image_2_1.started,image_2_1.stopped,key_resp_2_1.keys,key_resp_2_1.rt,key_resp_2_1.started,key_resp_2_1.stopped,trial_fixation_2_2.started,trial_fixation_2_2.stopped,image_2_2.started,image_2_2.stopped,key_resp_2_2.keys,key_resp_2_2.rt,key_resp_2_2.started,key_resp_2_2.stopped,trial_fixation_2_3.started,trial_fixation_2_3.stopped,image_2_3.started,image_2_3.stopped,key_resp_2_3.keys,key_resp_2_3.rt,key_resp_2_3.started,key_resp_2_3.stopped,trial_fixation_2_4.started,trial_fixation_2_4.stopped,image_2_4.started,image_2_4.stopped,key_resp_2_4.keys,key_resp_2_4.rt,key_resp_2_4.started,key_resp_2_4.stopped,trial_fixation_2_5.started,trial_fixation_2_5.stopped,image_2_5.started,image_2_5.stopped,key_resp_2_5.keys,key_resp_2_5.rt,key_resp_2_5.started,key_resp_2_5.stopped,trial_fixation_2_6.started,trial_fixation_2_6.stopped,image_2_6.started,image_2_6.stopped,key_resp_2_6.keys,key_resp_2_6.rt,key_resp_2_6.started,key_resp_2_6.stopped,trial_fixation_2_7.started,trial_fixation_2_7.stopped,image_2_7.started,image_2_7.stopped,key_resp_2_7.keys,key_resp_2_7.rt,key_resp_2_7.started,key_resp_2_7.stopped,trial_fixation_2_8.started,trial_fixation_2_8.stopped,image_2_8.started,image_2_8.stopped,key_resp_2_8.keys,key_resp_2_8.rt,key_resp_2_8.started,key_resp_2_8.stopped,trial_fixation_2_9.started,trial_fixation_2_9.stopped,image_2_9.started,image_2_9.stopped,key_resp_2_9.keys,key_resp_2_9.rt,key_resp_2_9.started,key_resp_2_9.stopped,trial_fixation_2_10.started,trial_fixation_2_10.stopped,image_2_10.started,image_2_10.stopped,key_resp_2_10.keys,key_resp_2_10.rt,key_resp_2_10.started,key_resp_2_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,10.624597499961965,None,s,3.3346740000415593,10.624597499961965,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sabrina_persona,001,2024_Feb_23_1025,nback-master-new,2021.1.4,60.06590431556897,
,,,,,,,,,,13.983886600006372,None,1,5.43611409998266,13.983886600006372,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sabrina_persona,001,2024_Feb_23_1025,nback-master-new,2021.1.4,60.06590431556897,
,,,,,,,,,,,,,,,,1,19.55744559998857,22.061017100000754,19.55744559998857,22.061017100000754,22.061017100000754,22.56053769995924,22.56053769995924,25.059338099963497,None,22.56053769995924,25.059338099963497,25.059338099963497,25.558879599964712,25.558879599964712,28.05776130000595,2,2.2514617000124417,25.558879599964712,28.05776130000595,28.05776130000595,28.557363800005987,28.557363800005987,31.055943200015463,2,0.9070063999970444,28.557363800005987,31.055943200015463,31.055943200015463,31.55552749999333,31.55552749999333,34.0542698999634,1,1.0575841999961995,31.55552749999333,34.0542698999634,34.0542698999634,34.55400659999577,34.55400659999577,37.0526402000105,1,1.3717080000205897,34.55400659999577,37.0526402000105,37.0526402000105,37.552339099987876,37.552339099987876,40.050882300012745,2,1.3618002000148408,37.552339099987876,40.050882300012745,40.050882300012745,40.54983579996042,40.54983579996042,43.04921949998243,2,0.9034662999911234,40.54983579996042,43.04921949998243,43.04921949998243,43.54862839996349,43.54862839996349,46.04765109997243,1,0.7821298000053503,43.54862839996349,46.04765109997243,46.04765109997243,46.54736939998111,46.54736939998111,49.04580480000004,2,0.8676885000313632,46.54736939998111,49.04580480000004,49.04580480000004,49.54485609999392,49.54485609999392,None,1,0.668463799986057,49.54485609999392,None,52.180102599959355,54.674967799976,52.180102599959355,54.674967799976,54.674967799976,55.17507789999945,55.17507789999945,57.67358910001349,2,1.2709675000514835,55.17507789999945,57.67358910001349,57.67358910001349,58.17330869997386,58.17330869997386,60.67197580001084,2,0.7183777999598533,58.17330869997386,60.67197580001084,60.67197580001084,61.17161969997687,61.17161969997687,63.67103119997773,2,1.0001500999787822,61.17161969997687,63.67103119997773,63.67103119997773,64.16977019998012,64.16977019998012,66.66950530000031,1,2.323497499979567,64.16977019998012,66.66950530000031,66.66950530000031,67.16823690000456,67.16823690000456,69.6674755999702,2,2.3929480999941006,67.16823690000456,69.6674755999702,69.6674755999702,70.16660950001096,70.16660950001096,72.66603959997883,2,1.0010046999668702,70.16660950001096,72.66603959997883,72.66603959997883,73.16492660000222,73.16492660000222,75.6642761999974,2,0.5859767999500036,73.16492660000222,75.6642761999974,75.6642761999974,76.16331209999043,76.16331209999043,78.66266380000161,1,0.5273191999876872,76.16331209999043,78.66266380000161,78.66266380000161,79.1616151999915,79.1616151999915,81.66062719997717,2,2.0532332999864593,79.1616151999915,81.66062719997717,81.66062719997717,82.15989909996279,82.15989909996279,None,2,1.0470294000115246,82.15989909996279,None,,,,,,,
