run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trigger_txt.started,trigger_resp.started,trigger_resp.keys,trigger_resp.rt,trigger_resp.duration,instr_txt.started,prepared_resp.started,prepared_resp.keys,prepared_resp.rt,prepared_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
,,,,29.653836300130934,29.653836300130934,s,0.8809953001327813,None,,,,,,Jocelyn_ZB216,001,2024-02-20_16h14.30.133,nback-master,2023.1.3,60.184151509776406,
,,,,,,,,,30.5639287000522,30.5639287000522,1,0.5904767999891192,None,Jocelyn_ZB216,001,2024-02-20_16h14.30.133,nback-master,2023.1.3,60.184151509776406,
