run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trigger_txt.started,trigger_resp.started,trigger_resp.keys,trigger_resp.rt,trigger_resp.duration,instr_txt.started,prepared_resp.started,prepared_resp.keys,prepared_resp.rt,prepared_resp.duration,run_no,prep_instr_1.started,target_1.started,prep_instr_1.stopped,target_1.stopped,trial_fixation_1_1.started,trial_fixation_1_1.stopped,image_1_1.started,key_resp_1_1.started,image_1_1.stopped,key_resp_1_1.stopped,trial_fixation_1_2.started,trial_fixation_1_2.stopped,image_1_2.started,key_resp_1_2.started,image_1_2.stopped,key_resp_1_2.stopped,trial_fixation_1_3.started,trial_fixation_1_3.stopped,image_1_3.started,key_resp_1_3.started,image_1_3.stopped,key_resp_1_3.stopped,trial_fixation_1_4.started,trial_fixation_1_4.stopped,image_1_4.started,key_resp_1_4.started,image_1_4.stopped,key_resp_1_4.stopped,trial_fixation_1_5.started,trial_fixation_1_5.stopped,image_1_5.started,key_resp_1_5.started,image_1_5.stopped,key_resp_1_5.stopped,trial_fixation_1_6.started,trial_fixation_1_6.stopped,image_1_6.started,key_resp_1_6.started,image_1_6.stopped,key_resp_1_6.stopped,trial_fixation_1_7.started,trial_fixation_1_7.stopped,image_1_7.started,key_resp_1_7.started,image_1_7.stopped,key_resp_1_7.stopped,trial_fixation_1_8.started,trial_fixation_1_8.stopped,image_1_8.started,key_resp_1_8.started,image_1_8.stopped,key_resp_1_8.stopped,trial_fixation_1_9.started,trial_fixation_1_9.stopped,image_1_9.started,key_resp_1_9.started,image_1_9.stopped,key_resp_1_9.stopped,trial_fixation_1_10.started,trial_fixation_1_10.stopped,image_1_10.started,key_resp_1_10.started,image_1_10.stopped,key_resp_1_10.stopped,key_resp_1_1.keys,key_resp_1_2.keys,key_resp_1_3.keys,key_resp_1_4.keys,key_resp_1_5.keys,key_resp_1_6.keys,key_resp_1_7.keys,key_resp_1_8.keys,key_resp_1_9.keys,key_resp_1_10.keys,prep_instr_2.started,target_2.started,prep_instr_2.stopped,target_2.stopped,trial_fixation_2_1.started,trial_fixation_2_1.stopped,image_2_1.started,key_resp_2_1.started,image_2_1.stopped,key_resp_2_1.stopped,trial_fixation_2_2.started,trial_fixation_2_2.stopped,image_2_2.started,key_resp_2_2.started,image_2_2.stopped,key_resp_2_2.stopped,trial_fixation_2_3.started,trial_fixation_2_3.stopped,image_2_3.started,key_resp_2_3.started,image_2_3.stopped,key_resp_2_3.stopped,trial_fixation_2_4.started,trial_fixation_2_4.stopped,image_2_4.started,key_resp_2_4.started,image_2_4.stopped,key_resp_2_4.stopped,trial_fixation_2_5.started,trial_fixation_2_5.stopped,image_2_5.started,key_resp_2_5.started,image_2_5.stopped,key_resp_2_5.stopped,trial_fixation_2_6.started,trial_fixation_2_6.stopped,image_2_6.started,key_resp_2_6.started,image_2_6.stopped,key_resp_2_6.stopped,trial_fixation_2_7.started,trial_fixation_2_7.stopped,image_2_7.started,key_resp_2_7.started,image_2_7.stopped,key_resp_2_7.stopped,trial_fixation_2_8.started,trial_fixation_2_8.stopped,image_2_8.started,key_resp_2_8.started,image_2_8.stopped,key_resp_2_8.stopped,trial_fixation_2_9.started,trial_fixation_2_9.stopped,image_2_9.started,key_resp_2_9.started,image_2_9.stopped,key_resp_2_9.stopped,trial_fixation_2_10.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,14.870770999928936,14.870770999928936,s,4.9496340999612585,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disp,001,2024-03-04_16h46.01.342,nback-master-new,2023.1.3,59.817699555593585,
,,,,,,,,,19.850886499974877,19.850886499974877,1,58.55266229994595,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disp,001,2024-03-04_16h46.01.342,nback-master-new,2023.1.3,59.817699555593585,
,,,,,,,,,,,,,,1,78.46656369999982,78.46656369999982,80.97141779994126,80.97141779994126,80.97141779994126,81.47175459994469,81.47175459994469,81.47175459994469,83.47418619995005,83.47418619995005,83.47418619995005,83.974756599986,83.974756599986,83.974756599986,85.97710309992544,85.97710309992544,85.97710309992544,86.47770109993871,86.47770109993871,86.47770109993871,88.4799323999323,88.4799323999323,88.4799323999323,88.98047969990876,88.98047969990876,88.98047969990876,90.98280649993103,90.98280649993103,90.98280649993103,91.48338329989929,91.48338329989929,91.48338329989929,93.48570149997249,93.48570149997249,93.48570149997249,93.98629409994464,93.98629409994464,93.98629409994464,95.98848349996842,95.98848349996842,95.98848349996842,96.48911129997578,96.48911129997578,96.48911129997578,98.49184349994175,98.49184349994175,98.49184349994175,98.99208599992562,98.99208599992562,98.99208599992562,100.99431639991235,100.99431639991235,100.99431639991235,101.4948779999977,101.4948779999977,101.4948779999977,103.49723759992048,103.49723759992048,103.49723759992048,103.99776359996758,103.99776359996758,103.99776359996758,106.05811849993188,106.05811849993188,None,None,None,None,None,None,None,None,None,None,106.05811849993188,106.05811849993188,108.55308239988517,108.55308239988517,108.55308239988517,109.05348789994605,109.05348789994605,109.05348789994605,111.05605099990498,111.05605099990498,111.05605099990498,111.55649859993719,111.55649859993719,111.55649859993719,113.55904129997361,113.55904129997361,113.55904129997361,114.0593359998893,114.0593359998893,114.0593359998893,116.06199579988606,116.06199579988606,116.06199579988606,116.56226239993703,116.56226239993703,116.56226239993703,118.5645102999406,118.5645102999406,118.5645102999406,119.06525599991437,119.06525599991437,119.06525599991437,121.06867559999228,121.06867559999228,121.06867559999228,121.56960379995871,121.56960379995871,121.56960379995871,123.57153139996808,123.57153139996808,123.57153139996808,124.07116089994088,124.07116089994088,124.07116089994088,126.07332929992117,126.07332929992117,126.07332929992117,126.57395029999316,126.57395029999316,126.57395029999316,128.57606479991227,128.57606479991227,128.57606479991227,129.07664059998933,129.07664059998933,129.07664059998933,131.0789958999958,131.0789958999958,131.0789958999958,,,,,,,
